nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Resonance of Fate,PS3,Role-Playing,Sega,0.67,16-Mar-10,72.0,42.0,7.8,100.0,Tri-Ace
Toy Story 3: The Video Game,X360,Action,Disney Interactive Studios,0.67,,,,,,
LEGO Harry Potter: Years 1-4,PSP,Adventure,Warner Bros. Interactive Entertainment,0.65,29-Jun-10,71.0,4.0,tbd,,TT Fusion
Blur,PS3,Racing,Activision,0.64,25-May-10,81.0,58.0,8.2,68.0,Bizarre Creations
Prince of Persia: The Forgotten Sands,PS3,Action,Ubisoft,0.63,18-May-10,75.0,49.0,7.6,90.0,Ubisoft Montreal
James Bond 007: Blood Stone,PS3,Action,Activision,0.63,2-Nov-10,65.0,49.0,7.3,31.0,Bizarre Creations
Disney Sing It: Party Hits,Wii,Misc,Disney Interactive Studios,0.62,12-Oct-10,,,tbd,,Disney Interactive Studios
Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,0.6,12-Oct-10,61.0,37.0,7.9,22.0,Capcom
DJ Hero 2,Wii,Misc,Activision,0.59,19-Oct-10,88.0,20.0,7.4,16.0,FreeStyleGames
Toy Story 3: The Video Game,PSP,Action,Disney Interactive Studios,0.59,,,,,,
Rock Band 3,Wii,Misc,MTV Games,0.58,26-Oct-10,91.0,10.0,7.1,32.0,Backbone Entertainment
Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,0.58,18-May-10,74.0,69.0,7.7,87.0,Ubisoft Montreal
Vanquish,PS3,Adventure,Sega,0.56,19-Oct-10,84.0,61.0,8,214.0,PlatinumGames
Split/Second,X360,Racing,Disney Interactive Studios,0.56,18-May-10,82.0,78.0,8,85.0,Black Rock Studio
Disney Sing It: Family Hits,Wii,Misc,Disney Interactive Studios,0.55,3-Aug-10,,,tbd,,Disney Interactive Studios
Blur,X360,Racing,Activision,0.55,25-May-10,82.0,78.0,8.4,145.0,Bizarre Creations
Cabela's Dangerous Hunts 2011,Wii,Sports,Activision,0.55,2-Nov-10,,,tbd,,Activision
NieR,PS3,Role-Playing,Square Enix,0.53,27-Apr-10,68.0,58.0,8.3,165.0,Cavia Inc.
Rock Band 3,PS3,Misc,MTV Games,0.52,26-Oct-10,91.0,34.0,7.8,78.0,Harmonix Music Systems
Tiger Woods PGA Tour 11,Wii,Sports,Electronic Arts,0.52,8-Jun-10,84.0,29.0,8.2,24.0,EA Sports
Enslaved: Odyssey to the West,X360,Action,Namco Bandai Games,0.51,5-Oct-10,82.0,72.0,7.9,237.0,Ninja Theory
Harry Potter and the Deathly Hallows - Part 1,Wii,Action,Electronic Arts,0.51,16-Nov-10,41.0,8.0,5,11.0,Electronic Arts
Tony Hawk: Shred,Wii,Sports,Activision,0.5,26-Oct-10,,,7,7.0,Robomodo
Dynasty Warriors: Gundam 3,PS3,Action,Tecmo Koei,0.5,28-Jun-11,58.0,18.0,7.6,17.0,Koei Tecmo Games
Monster Jam: Path of Destruction,Wii,Racing,Activision,0.5,9-Nov-10,,,tbd,,Virtuos
Enslaved: Odyssey to the West,PS3,Action,Namco Bandai Games,0.5,5-Oct-10,80.0,53.0,7.5,230.0,Ninja Theory
Zumba Fitness,PS3,Sports,505 Games,0.49,18-Nov-10,,,tbd,,"Pipeworks Software, Inc."
Tiger Woods PGA Tour 11,X360,Sports,Electronic Arts,0.49,8-Jun-10,79.0,51.0,7.7,17.0,EA Sports
NBA 2K11,Wii,Sports,Take-Two Interactive,0.47,19-Oct-10,,,tbd,,Visual Concepts
ModNation Racers,PSP,Racing,Sony Computer Entertainment,0.47,25-May-10,73.0,22.0,7.7,20.0,SCEA San Diego Studios
R.U.S.E.,PS3,Strategy,Ubisoft,0.45,7-Sep-10,76.0,37.0,7.2,47.0,Eugen Systems
Need for Speed: Hot Pursuit,Wii,Racing,Electronic Arts,0.43,16-Nov-10,50.0,8.0,3.8,17.0,Exient Entertainment
James Bond 007: Blood Stone,X360,Action,Activision,0.42,2-Nov-10,62.0,66.0,7.1,54.0,Bizarre Creations
Brunswick Pro Bowling,X360,Sports,505 Games,0.42,15-Feb-11,44.0,4.0,tbd,,Crave
Harry Potter and the Deathly Hallows - Part 1,X360,Action,Electronic Arts,0.41,16-Nov-10,38.0,42.0,5.5,34.0,EA Bright Light
Spider-Man: Shattered Dimensions,PS3,Action,Activision,0.4,7-Sep-10,74.0,57.0,7.7,63.0,Beenox
Naughty Bear,PS3,Action,505 Games,0.39,25-Jun-10,43.0,31.0,5.5,41.0,Artificial Mind and Movement
NBA 2K11,PSP,Sports,Take-Two Interactive,0.39,5-Oct-10,,,6.3,4.0,Visual Concepts
Vanquish,X360,Adventure,Sega,0.38,19-Oct-10,84.0,70.0,8.4,142.0,PlatinumGames
Naughty Bear,X360,Action,505 Games,0.37,25-Jun-10,43.0,51.0,5.5,65.0,Artificial Mind and Movement
Iron Man 2,PSP,Action,Sega,0.37,4-May-10,49.0,8.0,tbd,,High Voltage Software
Green Day: Rock Band,X360,Misc,MTV Games,0.37,8-Jun-10,75.0,54.0,6.5,31.0,"Harmonix Music Systems, Demiurge Studios"
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,Nippon Ichi Software,0.37,27-Sep-11,74.0,19.0,6.6,94.0,Gust
Green Day: Rock Band,PS3,Misc,MTV Games,0.36,8-Jun-10,76.0,41.0,6.1,18.0,"Harmonix Music Systems, Demiurge Studios"
EA Sports Active 2,X360,Sports,Electronic Arts,0.36,16-Nov-10,68.0,21.0,5.4,9.0,EA Canada
Prince of Persia: The Forgotten Sands,PSP,Action,Ubisoft,0.36,18-May-10,65.0,10.0,7.2,11.0,Ubisoft Quebec
Hyperdimension Neptunia,PS3,Role-Playing,Tecmo Koei,0.36,15-Feb-11,45.0,31.0,7.8,116.0,"Compile Heart, Idea Factory"
Iron Man 2,PS3,Action,Sega,0.35,4-May-10,41.0,28.0,5.1,30.0,Sega Studios San Francisco
TRON: Evolution,PS3,Action,Disney Interactive Studios,0.35,7-Dec-10,58.0,47.0,5.8,22.0,Propaganda Games
Green Day: Rock Band,Wii,Misc,MTV Games,0.34,8-Jun-10,76.0,12.0,8.7,9.0,Harmonix Music Systems
Spider-Man: Shattered Dimensions,X360,Action,Activision,0.34,7-Sep-10,76.0,68.0,7.7,81.0,Beenox
Rapala Pro Bass Fishing 2010,X360,Sports,Activision,0.34,28-Sep-10,,,tbd,,FUN Labs
Get Fit with Mel B,PS3,Sports,Black Bean Games,0.33,20-Oct-10,73.0,4.0,tbd,,Lightning Fish Games
Monopoly Streets,PS3,Misc,Electronic Arts,0.33,26-Oct-10,64.0,11.0,6.1,9.0,Electronic Arts
Dark Void,PS3,Action,Capcom,0.32,19-Jan-10,59.0,50.0,5.6,30.0,Airtight Games
Harry Potter and the Deathly Hallows - Part 1,PS3,Action,Electronic Arts,0.32,16-Nov-10,38.0,27.0,2.6,16.0,EA Bright Light
Iron Man 2,Wii,Action,Sega,0.31,4-May-10,41.0,11.0,4.8,10.0,"Sega Studios, San Francisco"
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,0.31,12-Jan-10,49.0,11.0,6.1,26.0,EA Montreal
Resonance of Fate,X360,Role-Playing,Sega,0.31,16-Mar-10,74.0,43.0,7.5,78.0,Tri-Ace
Racquet Sports,PS3,Sports,Ubisoft,0.3,14-Sep-10,45.0,17.0,4.6,7.0,Asobo Studio
Cabela's Dangerous Hunts 2011,PS3,Sports,Activision,0.29,19-Oct-10,60.0,4.0,5.3,8.0,Activision
Cabela's Dangerous Hunts 2011,X360,Sports,Activision,0.29,19-Oct-10,55.0,7.0,tbd,,Activision
Dark Void,X360,Action,Capcom,0.28,19-Jan-10,59.0,69.0,5.9,55.0,Airtight Games
Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,0.27,12-Oct-10,65.0,18.0,8.5,11.0,Capcom
MySims SkyHeroes,Wii,Action,Electronic Arts,0.27,28-Sep-10,67.0,9.0,5.2,5.0,
Shrek: Forever After,Wii,Platform,Activision,0.27,18-May-10,,,tbd,,Xpec
Front Mission Evolved,PS3,Shooter,Square Enix,0.27,28-Sep-10,58.0,42.0,6.1,27.0,Double Helix Games
TRON: Evolution,X360,Action,Disney Interactive Studios,0.27,7-Dec-10,58.0,51.0,5.9,37.0,Propaganda Games
Jikkyou Powerful Pro Yakyuu 2010,PS3,Sports,Konami Digital Entertainment,0.27,,,,,,
Silent Hill: Shattered Memories,PSP,Adventure,Konami Digital Entertainment,0.26,19-Jan-10,73.0,28.0,7.5,24.0,Climax Group
Dead to Rights: Retribution,PS3,Shooter,Namco Bandai Games,0.26,27-Apr-10,60.0,44.0,5.7,15.0,Volatile Games
NieR,X360,Role-Playing,Square Enix,0.26,27-Apr-10,67.0,60.0,8.5,82.0,Cavia Inc.
Monopoly Streets,X360,Misc,Electronic Arts,0.25,26-Oct-10,66.0,18.0,6.6,13.0,Electronic Arts
Majin and the Forsaken Kingdom,PS3,Adventure,Namco Bandai Games,0.25,23-Nov-10,72.0,49.0,7.5,25.0,Game Republic
Iron Man 2,X360,Action,Sega,0.24,4-May-10,41.0,35.0,6.1,45.0,Sega Studios San Francisco
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,THQ,0.24,16-Nov-10,49.0,6.0,tbd,,THQ
R.U.S.E.,X360,Strategy,Ubisoft,0.24,7-Sep-10,78.0,45.0,7.1,36.0,Eugen Systems
Pro Yakyuu Spirits 2010,PSP,Sports,Konami Digital Entertainment,0.24,,,,,,
Tony Hawk: Shred,X360,Sports,Activision,0.24,26-Oct-10,53.0,10.0,6.2,9.0,Robomodo
Racquet Sports,Wii,Sports,Ubisoft,0.23,9-Mar-10,51.0,8.0,8.6,15.0,Asobo Studio
Tony Hawk: Shred,PS3,Sports,Activision,0.23,26-Oct-10,56.0,5.0,6.8,5.0,Robomodo
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,Sports,Konami Digital Entertainment,0.23,,,,,,
Prison Break: The Conspiracy,PS3,Adventure,Deep Silver,0.23,30-Mar-10,42.0,33.0,3.7,17.0,ZootFly
Spider-Man: Shattered Dimensions,Wii,Action,Activision,0.23,7-Sep-10,75.0,13.0,7.6,12.0,Beenox
Rapala Pro Bass Fishing 2010,PS3,Sports,Activision,0.22,28-Sep-10,,,tbd,,FUN Labs
Create,Wii,Misc,Electronic Arts,0.22,16-Nov-10,62.0,7.0,tbd,,EA Bright Light
Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,0.22,18-May-10,77.0,24.0,8.1,26.0,Ubisoft Quebec
Rapala Pro Bass Fishing 2010,Wii,Sports,Activision,0.22,28-Sep-10,,,tbd,,FUN Labs
Pure Futbol,PS3,Sports,Ubisoft,0.21,1-Jun-10,46.0,12.0,7.4,29.0,Ubisoft Vancouver
The Lord of the Rings: Aragorn's Quest,Wii,Action,Warner Bros. Interactive Entertainment,0.21,14-Sep-10,58.0,22.0,7.8,5.0,Headstrong Games
Monster Jam: Path of Destruction,PS3,Racing,Activision,0.21,9-Nov-10,,,6.3,4.0,Virtuos
Pro Yakyuu Spirits 2010,PS3,Sports,Konami Digital Entertainment,0.21,,,,,,
MotoGP 09/10,PS3,Racing,Capcom,0.2,23-Mar-10,70.0,42.0,5.4,28.0,Monumental Games
Jikkyou Powerful Pro Yakyuu 2010,PSP,Sports,Konami Digital Entertainment,0.2,,,,,,
SBK X: Superbike World Championship,PS3,Racing,Black Bean Games,0.19,7-Dec-10,73.0,5.0,tbd,,Milestone S.r.l
Dead to Rights: Retribution,X360,Shooter,Namco Bandai Games,0.19,27-Apr-10,61.0,64.0,6.5,23.0,Volatile Games
Cabela's North American Adventures,Wii,Sports,Activision,0.19,14-Sep-10,,,tbd,,FUN Labs
Prison Break: The Conspiracy,X360,Adventure,Deep Silver,0.19,1-Apr-10,40.0,37.0,4.4,15.0,ZootFly
UFC Undisputed 2010,PSP,Fighting,THQ,0.18,7-Sep-10,74.0,27.0,6.9,9.0,Yuke's
Front Mission Evolved,X360,Shooter,Square Enix,0.18,28-Sep-10,58.0,52.0,6.1,19.0,Double Helix Games
Greg Hastings Paintball 2,X360,Shooter,Majesco Entertainment,0.18,21-Sep-10,,,8.3,7.0,Super X Studios
Quantum Theory,PS3,Shooter,Tecmo Koei,0.17,28-Sep-10,43.0,34.0,5.5,16.0,Tecmo
Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai Games,0.17,23-Nov-10,74.0,46.0,8.6,19.0,Game Republic
Dante's Inferno,PSP,Action,Electronic Arts,0.17,1-Mar-10,70.0,14.0,8.3,35.0,EA Redwood Shores
Pure Futbol,X360,Sports,Ubisoft,0.16,1-Jun-10,38.0,20.0,7.8,25.0,Ubisoft Vancouver
Eiyuu Densetsu: Zero no Kiseki,PSP,Role-Playing,Falcom Corporation,0.16,,,,,,
Shrek: Forever After,PS3,Platform,Activision,0.16,18-May-10,57.0,11.0,tbd,,Xpec
MotoGP 09/10,X360,Racing,Capcom,0.16,23-Mar-10,69.0,41.0,5.7,41.0,Monumental Games
Splatterhouse,X360,Action,Namco Bandai Games,0.16,23-Nov-10,62.0,51.0,7.6,49.0,Namco Bandai Games America
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,Sports,Konami Digital Entertainment,0.16,,,,,,
Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,0.16,28-Jun-11,65.0,27.0,7.8,19.0,Koei Tecmo Games
SBK X: Superbike World Championship,X360,Racing,Black Bean Games,0.15,7-Dec-10,74.0,14.0,8.3,8.0,Milestone S.r.l
Kamen Rider: Climax Heroes OOO,Wii,Fighting,Namco Bandai Games,0.15,,,,,,
Bakugan Battle Brawlers: Defenders of the Core,Wii,Action,Activision,0.14,26-Oct-10,,,tbd,,Now Production
Brunswick Pro Bowling,PS3,Sports,505 Games,0.14,22-Sep-10,47.0,6.0,tbd,,Farsight Studios
Sid Meier's Pirates!,Wii,Strategy,Take-Two Interactive,0.14,,,,,,
Ken to Mahou to Gakuen Mono. 3,PSP,Role-Playing,Acquire,0.13,,,,,,
Michael Jackson: The Experience,PSP,Misc,Ubisoft,0.13,23-Nov-10,,,tbd,,Ubisoft
Monster Hunter Frontier Online,X360,Role-Playing,Capcom,0.13,,,,,,
Power Gig: Rise of the SixString,PS3,Misc,Unknown,0.13,19-Oct-10,36.0,10.0,tbd,,Seven45 Studios
The Lord of the Rings: Aragorn's Quest,PS3,Action,Warner Bros. Interactive Entertainment,0.13,14-Sep-10,58.0,12.0,5.5,6.0,TT Fusion
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,Action,THQ,0.12,16-Nov-10,54.0,6.0,tbd,,THQ
Bakugan Battle Brawlers: Defenders of the Core,PSP,Action,Activision,0.12,26-Oct-10,,,tbd,,Now Production
Bakugan Battle Brawlers: Defenders of the Core,PS3,Action,Activision,0.12,26-Oct-10,50.0,7.0,tbd,,Now Production
Kamen Rider: Climax Heroes OOO,PSP,Fighting,Namco Bandai Games,0.12,,,,,,
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,THQ,0.12,16-Nov-10,55.0,10.0,5.6,5.0,THQ
Bakugan Battle Brawlers: Defenders of the Core,X360,Action,Activision,0.12,26-Oct-10,62.0,10.0,tbd,,Now Production
Disney Sing It: Family Hits,PS3,Misc,Disney Interactive Studios,0.12,3-Aug-10,72.0,4.0,tbd,,Disney Interactive Studios
Deadliest Catch: Sea of Chaos,Wii,Sports,Crave Entertainment,0.11,29-Nov-10,,,tbd,,Crave
Create,PS3,Misc,Electronic Arts,0.11,16-Nov-10,61.0,23.0,5,4.0,EA Bright Light
Create,X360,Misc,Electronic Arts,0.11,16-Nov-10,60.0,19.0,5.8,9.0,EA Bright Light
Backyard Sports Football: Rookie Rush,Wii,Sports,Atari,0.11,,,,,,
Venetica,X360,Role-Playing,DTP Entertainment,0.11,11-Jan-11,42.0,14.0,7.1,11.0,Deck 13
Monster Jam: Path of Destruction,X360,Racing,Activision,0.1,9-Nov-10,,,tbd,,Virtuos
Power Gig: Rise of the SixString,X360,Misc,Unknown,0.1,19-Oct-10,36.0,20.0,1,15.0,Seven45 Studios
PDC World Championship Darts: Pro Tour,Wii,Sports,O-Games,0.1,,,,,,
Greg Hastings Paintball 2,Wii,Shooter,505 Games,0.1,28-Sep-10,,,tbd,,Super X Studios
Cabela's North American Adventures,X360,Sports,Activision,0.1,7-Sep-10,51.0,5.0,tbd,,FUN Labs
Venetica,PS3,Role-Playing,DTP Entertainment,0.1,10-Jan-11,47.0,14.0,5.5,4.0,Deck 13
Cabela's North American Adventures,PS3,Sports,Activision,0.1,14-Sep-10,,,tbd,,FUN Labs
TRON: Evolution,PSP,Action,Disney Interactive Studios,0.1,7-Dec-10,,,tbd,,SuperVillain Studios
Legend of the Guardians: The Owls of Ga'Hoole,Wii,Action,Warner Bros. Interactive Entertainment,0.1,14-Sep-10,54.0,5.0,tbd,,Tantatus
Blood Drive,X360,Racing,Activision,0.1,2-Nov-10,40.0,21.0,5.9,7.0,Sidhe Interactive
Disney Sing It: Party Hits,PS3,Misc,Disney Interactive Studios,0.1,12-Oct-10,,,tbd,,Disney Interactive Studios
John Daly's ProStroke Golf,PS3,Sports,O-Games,0.09,5-Oct-10,58.0,23.0,4.1,8.0,Gusto Games
Attack of the Movies 3D,Wii,Shooter,Majesco Entertainment,0.09,18-May-10,39.0,6.0,tbd,,Majesco Games
Lucha Libre AAA: Heroes del Ring,PS3,Fighting,Konami Digital Entertainment,0.09,12-Oct-10,54.0,6.0,6.8,9.0,Immersion Software & Graphics
nail'd,X360,Racing,Deep Silver,0.08,30-Nov-10,64.0,49.0,7.8,12.0,Techland
Backyard Sports Football: Rookie Rush,X360,Sports,Atari,0.08,,,,,,
MySims SkyHeroes,X360,Action,Electronic Arts,0.08,28-Sep-10,56.0,15.0,5.5,4.0,The Sims Studio
PDC World Championship Darts: Pro Tour,PS3,Sports,O-Games,0.08,,,,,,
nail'd,PS3,Racing,Deep Silver,0.08,30-Nov-10,66.0,36.0,6.5,10.0,Techland
Split/Second,PSP,Racing,Disney Interactive Studios,0.08,16-Nov-10,63.0,16.0,6.7,12.0,Black Rock Studio
Quantum Theory,X360,Shooter,Tecmo Koei,0.08,28-Sep-10,37.0,39.0,2.9,22.0,Tecmo
MySims SkyHeroes,PS3,Action,Electronic Arts,0.08,28-Sep-10,62.0,16.0,tbd,,Electronic Arts
Shrek: Forever After,X360,Platform,Activision,0.08,18-May-10,62.0,22.0,6.3,8.0,Xpec
The Lord of the Rings: Aragorn's Quest,PSP,Action,Warner Bros. Interactive Entertainment,0.07,14-Sep-10,,,tbd,,TT Fusion
Deadliest Catch: Sea of Chaos,PS3,Sports,Crave Entertainment,0.07,29-Nov-10,48.0,8.0,tbd,,Crave
Deadliest Catch: Sea of Chaos,X360,Sports,Crave Entertainment,0.07,29-Nov-10,36.0,4.0,tbd,,Crave
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,0.07,,,,,,
Little League World Series Baseball 2010,X360,Sports,Activision,0.07,13-Jul-10,55.0,4.0,tbd,,Now Production
Get Fit with Mel B,Wii,Sports,Black Bean Games,0.07,14-Sep-11,,,tbd,,Lightning Fish Games
Winning Post 7 2010,PS3,Sports,Tecmo Koei,0.07,,,,,,
Man vs. Wild,PS3,Adventure,Abylight,0.07,26-Apr-11,,,tbd,,Scientifically Proven
Cabela's North American Adventures,PSP,Sports,Activision,0.07,14-Sep-10,,,tbd,,FUN Labs
Blood Drive,PS3,Racing,Activision,0.06,2-Nov-10,47.0,11.0,tbd,,Sidhe Interactive
Monster Jam: Path of Destruction,PSP,Racing,Activision,0.06,9-Nov-10,,,tbd,,Virtuos
Winning Post 7 2010,PSP,Sports,Tecmo Koei,0.05,,,,,,
Legend of the Guardians: The Owls of Ga'Hoole,X360,Action,Warner Bros. Interactive Entertainment,0.05,14-Sep-10,60.0,13.0,tbd,,Krome Studios
Little League World Series Baseball 2010,PS3,Sports,Activision,0.05,13-Jul-10,61.0,4.0,tbd,,Now Production
Lucha Libre AAA: Heroes del Ring,X360,Fighting,Konami Digital Entertainment,0.05,12-Oct-10,49.0,11.0,5.5,11.0,Immersion Software & Graphics
Rapala Pro Bass Fishing 2010,PSP,Sports,Activision,0.04,28-Sep-10,,,tbd,,FUN Labs
Winter Sports 3: The Great Tournament,Wii,Sports,Tradewest,0.04,,,,,,
Legend of the Guardians: The Owls of Ga'Hoole,PS3,Action,Warner Bros. Interactive Entertainment,0.04,14-Sep-10,62.0,9.0,tbd,,Krome Studios
Rock of the Dead,X360,Shooter,Conspiracy Entertainment,0.04,19-Oct-10,48.0,7.0,tbd,,Epicenter Studios
Winning Post World 2010,PS3,Sports,Tecmo Koei,0.04,,,,,,
Attack of the Movies 3D,X360,Shooter,Majesco Entertainment,0.04,18-May-10,38.0,8.0,0.8,9.0,Panic Button
Greg Hastings Paintball 2,PS3,Shooter,Majesco Entertainment,0.04,14-Jun-11,46.0,5.0,tbd,,Super X Studios
Chaos;Head - Love Chu*Chu!,X360,Adventure,5pb,0.03,,,,,,
Rock of the Dead,PS3,Shooter,Conspiracy Entertainment,0.03,19-Oct-10,45.0,7.0,tbd,,Epicenter Studios
Chaos;Head Noah,PSP,Adventure,5pb,0.02,,,,,,
Winter Sports 3: The Great Tournament,PS3,Sports,Tradewest,0.02,,,,,,
Strike Witches: Shirogane no Tsubasa,X360,Strategy,CyberFront,0.02,,,,,,
PDC World Championship Darts: Pro Tour,X360,Sports,O-Games,0.01,,,,,,
Akatsuki no Amaneka to Aoi Kyojin,PSP,Strategy,CyberFront,0.01,,,,,,
John Daly's ProStroke Golf,X360,Sports,O-Games,0.01,Canceled,57.0,5.0,,,Gusto Games
Winter Sports 3: The Great Tournament,X360,Sports,Tradewest,0.01,TBA,,,,,49Games
Memories Off 6: Next Relation,PSP,Adventure,5pb,0.01,,,,,,
Akatsuki no Amaneka to Aoi Kyojin,X360,Strategy,CyberFront,0.01,,,,,,
Winning Post World 2010,Wii,Sports,Tecmo Koei,0.01,,,,,,
Call of Duty: Modern Warfare 3,X360,Shooter,Activision,14.16,8-Nov-11,88.0,81.0,3.3,8457.0,"Infinity Ward, Sledgehammer Games"
Call of Duty: Modern Warfare 3,PS3,Shooter,Activision,12.74,8-Nov-11,88.0,39.0,3.1,5037.0,"Infinity Ward, Sledgehammer Games"
Just Dance 3,Wii,Misc,Ubisoft,9.87,7-Oct-11,74.0,15.0,7.6,12.0,Ubisoft
The Elder Scrolls V: Skyrim,X360,Role-Playing,Bethesda Softworks,7.8,11-Nov-11,96.0,89.0,8.4,2938.0,Bethesda Game Studios
Battlefield 3,X360,Shooter,Electronic Arts,7.11,25-Oct-11,84.0,57.0,7.4,2054.0,EA DICE
Battlefield 3,PS3,Shooter,Electronic Arts,6.81,25-Oct-11,85.0,38.0,7.4,1617.0,EA DICE
FIFA Soccer 12,PS3,Sports,Electronic Arts,6.48,27-Sep-11,90.0,44.0,7.2,284.0,Electronic Arts
The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,5.29,11-Nov-11,92.0,16.0,6,2045.0,Bethesda Game Studios
FIFA Soccer 12,X360,Sports,Electronic Arts,4.1,27-Sep-11,90.0,69.0,6.7,290.0,Electronic Arts
Mario & Sonic at the London 2012 Olympic Games,Wii,Sports,Sega,3.59,,,,,,
L.A. Noire,PS3,Adventure,Take-Two Interactive,2.9,17-May-11,89.0,78.0,7.5,780.0,Team Bondi
Skylanders: Spyro's Adventure,Wii,Action,Activision,2.66,16-Oct-11,81.0,11.0,5.3,22.0,Toys for Bob
Saints Row: The Third,X360,Action,THQ,2.62,15-Nov-11,84.0,70.0,7.5,399.0,Volition Inc.
Madden NFL 12,X360,Sports,Electronic Arts,2.61,30-Aug-11,78.0,55.0,5.9,87.0,EA Tiburon
NBA 2K12,X360,Sports,Take-Two Interactive,2.52,4-Oct-11,90.0,42.0,7.7,117.0,Visual Concepts
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,2.52,31-Jan-12,79.0,53.0,6.8,499.0,Square Enix
Monster Hunter Tri,3DS,Role-Playing,Nintendo,2.5,,,,,,
L.A. Noire,X360,Adventure,Take-Two Interactive,2.5,17-May-11,89.0,83.0,7.7,747.0,Team Bondi
Mortal Kombat,PS3,Fighting,Warner Bros. Interactive Entertainment,2.41,19-Apr-11,84.0,60.0,8.2,364.0,NetherRealm Studios
Saints Row: The Third,PS3,Action,THQ,2.29,15-Nov-11,82.0,50.0,7.7,309.0,Volition Inc.
Madden NFL 12,PS3,Sports,Electronic Arts,2.15,30-Aug-11,79.0,31.0,5.4,49.0,EA Tiburon
Pro Evolution Soccer 2012,PS3,Sports,Konami Digital Entertainment,2.15,27-Sep-11,80.0,41.0,6.5,114.0,Konami
NBA 2K12,PS3,Sports,Take-Two Interactive,2.02,4-Oct-11,90.0,38.0,6.6,108.0,Visual Concepts
Just Dance 3,X360,Misc,Ubisoft,1.94,7-Oct-11,70.0,34.0,7.9,14.0,Ubisoft
Need for Speed: The Run,PS3,Racing,Electronic Arts,1.87,15-Nov-11,64.0,48.0,6.4,148.0,Black Box
Mortal Kombat,X360,Fighting,Warner Bros. Interactive Entertainment,1.8,19-Apr-11,86.0,66.0,8.3,338.0,NetherRealm Studios
Portal 2,X360,Shooter,Valve Software,1.78,19-Apr-11,95.0,66.0,8.4,850.0,Valve Software
LEGO Star Wars III: The Clone Wars,Wii,Action,LucasArts,1.54,22-Mar-11,76.0,7.0,7.3,8.0,Traveller's Tales
Portal 2,PS3,Shooter,Valve,1.51,19-Apr-11,95.0,54.0,8.3,738.0,Valve Software
Dead Space 2,X360,Shooter,Electronic Arts,1.41,25-Jan-11,90.0,83.0,8.6,574.0,Visceral Games
Homefront,X360,Shooter,THQ,1.4,15-Mar-11,70.0,85.0,6,371.0,Kaos Studios
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,1.39,10-May-11,73.0,14.0,6.8,11.0,Traveller's Tales
Dead Space 2,PS3,Shooter,Electronic Arts,1.31,25-Jan-11,89.0,78.0,8.3,397.0,Visceral Games
LEGO Star Wars III: The Clone Wars,X360,Action,LucasArts,1.28,22-Mar-11,75.0,43.0,7.7,33.0,Traveller's Tales
Need for Speed: The Run,X360,Racing,Electronic Arts,1.27,15-Nov-11,68.0,65.0,6,140.0,Black Box
Deus Ex: Human Revolution,X360,Shooter,Square Enix,1.25,23-Aug-11,89.0,70.0,8.3,570.0,Eidos Montreal
Deus Ex: Human Revolution,PS3,Shooter,Square Enix,1.23,23-Aug-11,89.0,50.0,8.2,530.0,Eidos Montreal
Sonic Generations,PS3,Platform,Sega,1.22,1-Nov-11,76.0,38.0,8.1,167.0,Sega
WWE '12,X360,Fighting,THQ,1.22,22-Nov-11,71.0,52.0,6.3,76.0,Yuke's
F1 2011,PS3,Racing,Codemasters,1.14,20-Sep-11,82.0,36.0,7.2,50.0,Codemasters
WWE '12,PS3,Fighting,THQ,1.09,22-Nov-11,72.0,28.0,6.7,56.0,Yuke's
Sonic Generations,X360,Platform,Sega,1.08,1-Nov-11,77.0,49.0,8.1,208.0,Sega
Rocksmith,X360,Misc,Ubisoft,0.99,18-Oct-11,77.0,30.0,8.2,61.0,Ubisoft
Bulletstorm,X360,Shooter,Electronic Arts,0.97,22-Feb-11,84.0,83.0,7.5,383.0,"People Can Fly, Epic Games"
NCAA Football 12,X360,Sports,Electronic Arts,0.96,12-Jul-11,82.0,25.0,6.5,47.0,EA Sports
LEGO Star Wars III: The Clone Wars,PS3,Action,LucasArts,0.94,22-Mar-11,76.0,36.0,7.2,19.0,Traveller's Tales
Rocksmith,PS3,Misc,Ubisoft,0.92,18-Oct-11,80.0,27.0,8.1,50.0,Ubisoft
