nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Jelly Belly: Ballistic Beans,Wii,Puzzle,Zoo Digital Publishing,0.02,21-Apr-09,,,tbd,,Zoo Digital Publishing
Madden NFL 12,PSP,Sports,Electronic Arts,0.2,30-Aug-11,,,tbd,,EA Tiburon
The Sims 2: Pets,Wii,Simulation,Electronic Arts,0.46,12-Jun-07,65.0,15.0,tbd,,Maxis
Guilty Gear XX Accent Core Plus,PSP,Fighting,PQube,0.08,7-Apr-09,,,8.3,4.0,Arc System Works
WWE 2K14,PS3,Sports,Take-Two Interactive,0.72,29-Oct-13,74.0,21.0,7.4,60.0,Yuke's
The Orange Box,PS3,Shooter,Electronic Arts,1.0,11-Dec-07,89.0,21.0,8.3,150.0,EA Games
Street Fighter IV,PS3,Fighting,Capcom,2.08,17-Feb-09,94.0,61.0,7.3,251.0,Capcom
"Sesame Street: Ready, Set, Grover!",Wii,Misc,Warner Bros. Interactive Entertainment,0.09,,,,,,
Create,PS3,Misc,Electronic Arts,0.11,16-Nov-10,61.0,23.0,5,4.0,EA Bright Light
Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,0.16,28-Jun-11,65.0,27.0,7.8,19.0,Koei Tecmo Games
Test Drive Unlimited,PSP,Racing,Atari,0.48,21-Mar-07,80.0,18.0,7.3,27.0,Melbourne House
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,Misc,Hudson Soft,0.07,,,,,,
Raiden Fighters Aces,X360,Shooter,Valcon Games,0.06,7-May-09,73.0,11.0,8.2,9.0,Gulti
Wall-E,PSP,Platform,THQ,0.64,24-Jun-08,64.0,8.0,tbd,,Heavy Iron Studios
Deca Sports Extreme,3DS,Sports,Hudson Soft,0.1,13-Sep-11,52.0,6.0,tbd,,Hudson Soft
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Misc,Sega,0.01,,,,,,
Pro Yakyuu Spirits 2011,3DS,Sports,Konami Digital Entertainment,0.07,,,,,,
College Hoops 2K7,PS3,Sports,Take-Two Interactive,0.17,13-Mar-07,81.0,9.0,6.9,7.0,2K Sports
Sengoku Musou 3: Moushouden ,Wii,Action,Ackkstudios,0.08,,,,,,
LEGO Star Wars III: The Clone Wars,PSP,Action,LucasArts,0.31,22-Mar-11,63.0,4.0,tbd,,Traveller's Tales
The Adventures of Tintin: The Game,3DS,Action,Ubisoft,0.13,6-Dec-11,56.0,8.0,5.1,8.0,Ubisoft Montpellier
NCAA Football 12,PS3,Sports,Electronic Arts,0.78,12-Jul-11,82.0,17.0,5.8,38.0,EA Sports
Pro Yakyuu Spirits 2012,PSV,Action,Konami Digital Entertainment,0.06,,,,,,
Karaoke Revolution Glee,Wii,Misc,Konami Digital Entertainment,0.78,9-Nov-10,,,tbd,,Konami
Phantasy Star Portable,PSP,Role-Playing,Sega,0.89,3-Mar-09,64.0,38.0,7.9,16.0,Alfa System
Prince of Persia Trilogy,PS3,Action,Ubisoft,0.41,,,,,,
Monster Jam: Urban Assault,PSP,Racing,Activision,0.08,28-Oct-08,,,tbd,,Torus Games
Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami Digital Entertainment,0.68,13-Nov-07,65.0,19.0,7.3,21.0,Kojima Productions
City Builder,Wii,Misc,Virtual Play Games,0.03,28-Feb-10,,,tbd,,Collision Studios
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,0.27,7-Jun-11,67.0,36.0,6.2,14.0,Codemasters
Patapon 3,PSP,Platform,Sony Computer Entertainment,0.25,12-Apr-11,74.0,41.0,6.8,23.0,SCE Japan Studio
WWE All Stars,3DS,Fighting,THQ,0.17,22-Nov-11,71.0,12.0,7,6.0,THQ
Need for Speed: Most Wanted,X360,Racing,Electronic Arts,1.13,16-Nov-05,83.0,54.0,8.3,102.0,EA Canada
Singularity,PS3,Shooter,Unknown,0.21,29-Jun-10,77.0,48.0,7.8,83.0,Raven Software
WarTech: Senko no Ronde(JP sales),X360,Action,,0.01,,,,,,
Rock Band Country Track Pack,X360,Misc,MTV Games,0.21,21-Jul-09,66.0,4.0,tbd,,Harmonix Music Systems
Bionicle Heroes,X360,Shooter,Eidos Interactive,0.06,15-Nov-06,59.0,26.0,6.4,14.0,Traveller's Tales
Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen,Wii,Misc,Yamasa Entertainment,0.01,,,,,,
Winning Post 7 2010,PSP,Sports,Tecmo Koei,0.05,,,,,,
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,Misc,Hudson Soft,0.09,,,,,,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,Action,5pb,0.02,,,,,,
Rock Band Country Track Pack 2,X360,Misc,MTV Games,0.03,1-Feb-11,,,tbd,,Electronic Arts
Everybody Dance,PS3,Misc,Sony Computer Entertainment,0.11,18-Oct-11,66.0,5.0,6.8,8.0,SCEE
Pursuit Force: Extreme Justice,PSP,Racing,Sony Computer Entertainment,0.15,29-Jan-08,73.0,44.0,7.9,9.0,Bigbig Studios
Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.28,3-Apr-07,70.0,30.0,7.8,19.0,Ubisoft Montreal
Monster Hunter Freedom,PSP,Role-Playing,Capcom,1.32,23-May-06,71.0,34.0,8.9,69.0,Capcom
Pure,PS3,Racing,Disney Interactive Studios,0.84,23-Sep-08,83.0,43.0,8,23.0,Black Rock Studio
Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft,1.99,18-Nov-08,73.0,24.0,7.5,20.0,"Ubisoft Paris, Ubisoft Montpellier"
Spider-Man: Shattered Dimensions,PS3,Action,Activision,0.4,7-Sep-10,74.0,57.0,7.7,63.0,Beenox
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Strategy,Tecmo Koei,0.02,,,,,,
Dissidia: Final Fantasy Universal Tuning,PSP,Fighting,Square Enix,0.06,,,,,,
FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,0.87,28-Oct-08,80.0,18.0,8.3,21.0,EA Canada
Hysteria Hospital: Emergency Ward,Wii,Action,Oxygen Interactive,0.05,16-Jun-09,53.0,10.0,tbd,,Gameinvest
NCIS,Wii,Adventure,Ubisoft,0.12,1-Nov-11,,,tbd,,Ubisoft
SWAT: Target Liberty,PSP,Shooter,Vivendi Games,0.04,16-Oct-07,50.0,26.0,7.9,8.0,3G Studios
Valhalla Knights 2,PSP,Role-Playing,Rising Star Games,0.23,1-Oct-08,50.0,13.0,6.6,9.0,K2
Test Drive: Ferrari Legends,X360,Racing,Atari,0.03,3-Jul-12,61.0,21.0,5.6,27.0,"Atari, Slightly Mad Studios"
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,Adventure,Idea Factory,0.03,,,,,,
The Mummy: Tomb of the Dragon Emperor,Wii,Action,Vivendi Games,0.08,22-Jul-08,39.0,7.0,tbd,,Eurocom Entertainment Software
Marvel Super Hero Squad: Comic Combat,Wii,Action,THQ,0.16,15-Nov-11,,,tbd,,THQ
Cars Mater-National Championship,Wii,Racing,THQ,0.49,12-Nov-07,,,6,5.0,Incinerator Games
LittleBigPlanet Karting,PS3,Action,Sony Computer Entertainment,0.63,6-Nov-12,73.0,69.0,7,123.0,"United Front Games, Media Molecule"
Stormrise,X360,Strategy,Sega,0.13,24-Mar-09,48.0,36.0,6.4,15.0,Creative Assembly
Tokushu Houdoubu,PSV,Adventure,Nippon Ichi Software,0.03,,,,,,
DuckTales: Remastered,X360,Action,Capcom,0.02,11-Sep-13,70.0,39.0,6.9,41.0,WayForward
Need for Speed Rivals,XOne,Racing,Electronic Arts,0.29,22-Nov-13,75.0,17.0,6.2,88.0,Ghost Games
Disney Sing It: Family Hits,PS3,Misc,Disney Interactive Studios,0.12,3-Aug-10,72.0,4.0,tbd,,Disney Interactive Studios
Sam & Max: Beyond Time and Space,Wii,Adventure,Atari,0.05,,,,,,
Evangelion: Jo,PSP,Action,Namco Bandai Games,0.06,,,,,,
Twinkle * Crusaders GoGo!,PSP,Adventure,ASCII Media Works,0.02,,,,,,
Front Mission Evolved,PS3,Shooter,Square Enix,0.27,28-Sep-10,58.0,42.0,6.1,27.0,Double Helix Games
Up,PSP,Adventure,THQ,0.39,26-May-09,,,tbd,,Asobo Studio
Secret Service,X360,Action,Activision Value,0.05,4-Nov-08,,,6.3,7.0,Tigon
A.C.E.: Another Century's Episode Portable,PSP,Simulation,Namco Bandai Games,0.12,,,,,,
Jikkyou Powerful Pro Yakyuu Next,Wii,Sports,Konami Digital Entertainment,0.08,,,,,,
NCAA Football 13,PS3,Action,Electronic Arts,0.79,10-Jul-12,79.0,9.0,4.1,34.0,EA Tiburon
Summer Challenge: Athletics Tournament,PS3,Sports,PQube,0.03,18-May-12,,,tbd,,PQube
Zwei!!,PSP,Role-Playing,Falcom Corporation,0.02,,,,,,
The King of Fighters XIII,PS3,Fighting,Rising Star Games,0.27,22-Nov-11,77.0,26.0,8.2,53.0,SNK Playmore
Spider-Man: Friend or Foe,PSP,Action,Activision,0.18,2-Oct-07,58.0,7.0,3.6,5.0,Artificial Mind and Movement
Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,Konami Digital Entertainment,0.32,18-Nov-08,,,tbd,,Blitz Games
Mugen Souls,PS3,Action,Nippon Ichi Software,0.14,16-Oct-12,55.0,24.0,8,27.0,"Compile Heart, GCREST"
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,Action,Sega,0.2,,,,,,
Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,0.85,31-Oct-06,77.0,56.0,8.4,63.0,Guerrilla
Story Hour: Fairy Tales,Wii,Adventure,Zoo Digital Publishing,0.04,28-Dec-08,,,tbd,,Other Ocean Interactive
Mobile Suit Gundam: MS Sensen 0079,Wii,Simulation,Namco Bandai Games,0.11,,,,,,
Rapala Trophies,PSP,Sports,Activision,0.04,1-Sep-06,,,tbd,,Sand Grain Studios
Just Dance 2014,Wii,Misc,Ubisoft,2.86,8-Oct-13,,,5.1,7.0,Ubisoft
Monster Jam,Wii,Racing,Activision,0.16,19-Nov-07,,,7.8,8.0,Activision
My Ballet Studio,Wii,Simulation,505 Games,0.03,17-Nov-09,,,tbd,,505 Games
Nendoroid Generation,PSP,Role-Playing,Namco Bandai Games,0.06,,,,,,
Pok̩mon Battle Revolution,Wii,Role-Playing,Nintendo,1.54,25-Jun-07,53.0,34.0,6.6,86.0,Genius Sonority Inc.
Bakugan Battle Brawlers: Defenders of the Core,Wii,Action,Activision,0.14,26-Oct-10,,,tbd,,Now Production
Nintendo Land,WiiU,Action,Nintendo,2.81,18-Nov-12,77.0,61.0,7.7,280.0,Nintendo
LEGO Harry Potter: Years 5-7,PSP,Action,Warner Bros. Interactive Entertainment,0.19,11-Nov-11,,,tbd,,Traveller's Tales
Rock Band Country Track Pack,Wii,Misc,MTV Games,0.44,21-Jul-09,,,tbd,,Harmonix Music Systems
Deadliest Catch: Alaskan Storm,X360,Sports,Navarre Corp,0.04,17-Jun-08,56.0,14.0,6.4,14.0,Liquid Dragon Studios
Avatar: The Last Airbender - The Burning Earth,Wii,Action,THQ,0.24,,,,,,
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,Fighting,Namco Bandai Games,0.36,11-May-10,61.0,22.0,6.5,13.0,CyberConnect2
Wii Sports Resort,Wii,Sports,Nintendo,32.24,26-Jul-09,80.0,73.0,7.7,132.0,Nintendo
Mayhem 3D,X360,Racing,Evolved Games,0.05,25-Mar-11,47.0,4.0,8.1,7.0,Zoo Games
Kid Fit Island Resort,Wii,Sports,Avanquest,0.05,26-Oct-10,,,tbd,,Red Wagon
Neverland Card Battles,PSP,Role-Playing,Idea Factory,0.02,27-Oct-08,57.0,14.0,8.5,11.0,Idea Factory
Secret Files 2: Puritas Cordis,Wii,Adventure,Deep Silver,0.02,29-Mar-11,70.0,6.0,tbd,,Deep Silver
Remember Me,X360,Action,Capcom,0.11,4-Jun-13,70.0,42.0,7.5,221.0,DONTNOD Entertainment
Karaoke Joysound Wii,Wii,Misc,Hudson Soft,0.25,TBA,,,,,Hudson
Goosebumps HorrorLand,Wii,Adventure,Scholastic Inc.,0.15,30-Oct-08,37.0,4.0,3.3,6.0,SScholastic Media
428: Fuusa Sareta Shibuya de,PSP,Adventure,Spike,0.04,,,,,,
Command & Conquer: Red Alert 3,X360,Strategy,Electronic Arts,0.43,,,,,,
Kid Adventures: Sky Captain,Wii,Action,Unknown,0.12,15-Jun-10,,,tbd,,Torus Games
Just Dance Wii,Wii,Misc,Nintendo,0.72,,,,,,
We Cheer,Wii,Simulation,505 Games,0.51,30-Sep-08,56.0,12.0,7.3,13.0,"Machatin, Inc."
Coded Arms: Contagion,PSP,Shooter,Konami Digital Entertainment,0.06,18-Sep-07,56.0,20.0,7,26.0,Creat Studios
Vanquish,X360,Adventure,Sega,0.38,19-Oct-10,84.0,70.0,8.4,142.0,PlatinumGames
Nisenochigiri,PSP,Adventure,Idea Factory,0.02,,,,,,
Phantom: Phantom of Inferno,X360,Adventure,Unknown,0.01,,,,,,
Earth Seeker,Wii,Role-Playing,Kadokawa Shoten,0.02,,,,,,
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,0.07,,,,,,
Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,0.58,18-May-10,74.0,69.0,7.7,87.0,Ubisoft Montreal
Wizardry Twin Pack,PS3,Role-Playing,Acquire,0.02,,,,,,
Anpanman Niko Niko Party,Wii,Misc,Agatsuma Entertainment,0.01,,,,,,
echochrome,PSP,Puzzle,Sony Computer Entertainment,0.09,1-May-08,79.0,28.0,8.4,7.0,"SCE Japan Studio, SCE/WWS"
Who Wants to be a Millionaire: 2nd Edition,Wii,Misc,Ubisoft,0.02,,,,,,
FIFA Soccer 14,PSV,Sports,Electronic Arts,0.24,,,,,,
Marvel Avengers: Battle for Earth,WiiU,Action,Ubisoft,0.07,4-Dec-12,50.0,10.0,4,16.0,Ubisoft Quebec
Demon Gaze,PSV,Role-Playing,Nippon Ichi Software,0.07,22-Apr-14,,,,,Experience Inc.
NCAA March Madness 07,X360,Sports,Electronic Arts,0.18,17-Jan-07,67.0,33.0,6.9,14.0,EA Canada
Summer Athletics: The Ultimate Challenge (Others sales),Wii,Sports,DTP Entertainment,0.22,,,,,,
Wangan Midnight,PS3,Racing,Genki,0.03,,,,,,
Tomb Raider (2013),PS3,Action,Square Enix,1.84,,,,,,
Scene It? Bright Lights! Big Screen!,PS3,Misc,Warner Bros. Interactive Entertainment,0.11,,,,,,
Resident Evil 4,Wii,Action,Capcom,2.18,,,,,,
Mahjong 3D: Warriors of the Emperor,3DS,Misc,DTP Entertainment,0.02,27-Dec-12,,,tbd,,Engine Software
Inazuma Eleven GO Strikers 2013,Wii,Sports,Level 5,0.1,,,,,,
Raving Rabbids: Travel in Time 3D,3DS,Adventure,Ubisoft,0.31,10-Apr-11,55.0,26.0,7.1,12.0,Ubisoft
Dead Rising 2,PS3,Action,Capcom,1.29,28-Sep-10,80.0,54.0,6.7,148.0,Blue Castle Games
Pro Evolution Soccer 2010,PS3,Sports,Konami Digital Entertainment,2.26,3-Nov-09,78.0,42.0,6.6,65.0,Konami
Colin McRae Rally 2005 plus,PSP,Racing,Codemasters,0.01,,,,,,
Darkest of Days,X360,Shooter,Phantom EFX,0.09,10-Sep-09,44.0,25.0,4.7,74.0,8Monkey Labs
Omerta: City of Gangsters,PS3,Simulation,Konami Digital Entertainment,0.91,,,,,,
SBK09 Superbike World Championship,PS3,Racing,Black Bean Games,0.01,,,,,,
You Don't Know Jack,PS3,Misc,THQ,0.15,8-Feb-11,82.0,11.0,7,15.0,"Jellyvision, Iron Galaxy Studios"
NBA Live 10,PS3,Sports,Electronic Arts,0.52,6-Oct-09,81.0,32.0,7.5,24.0,EA Canada
Naughty Bear,PS3,Action,505 Games,0.39,25-Jun-10,43.0,31.0,5.5,41.0,Artificial Mind and Movement
FIFA Soccer 14,PSP,Sports,Electronic Arts,0.14,,,,,,
Omerta: City of Gangsters,X360,Simulation,Konami Digital Entertainment,0.59,12-Feb-13,43.0,18.0,2.2,18.0,Kalypso
The Price is Right,Wii,Misc,Ubisoft,0.81,9-Sep-08,,,4.3,9.0,Ludia Inc.
DreamWorks Super Star Kartz,3DS,Racing,Activision,0.09,15-Nov-11,,,tbd,,Activision
Karaoke Revolution,X360,Misc,Konami Digital Entertainment,0.11,24-Nov-09,62.0,5.0,tbd,,Blitz Games Studios
Gray Matter,X360,Adventure,DTP Entertainment,0.03,,,,,,
Backyard NFL Football '10,X360,Sports,Atari,0.1,,,,,,
Strike Witches: Shirogane no Tsubasa,X360,Strategy,CyberFront,0.02,,,,,,
Sniper Elite,Wii,Shooter,Reef Entertainment,0.09,14-Dec-10,71.0,4.0,tbd,,Rebellion
Madagascar: Escape 2 Africa,PS3,Action,Activision,0.22,4-Nov-08,58.0,13.0,tbd,,Toys for Bob
Carnival Games: Mini Golf,Wii,Sports,Take-Two Interactive,1.53,20-Oct-08,38.0,10.0,5,6.0,Cat Daddy Games
Deadliest Catch: Sea of Chaos,X360,Sports,Crave Entertainment,0.07,29-Nov-10,36.0,4.0,tbd,,Crave
Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,0.22,18-May-10,77.0,24.0,8.1,26.0,Ubisoft Quebec
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,Sports,Sega,0.16,,,,,,
DC Universe Online,PS3,Role-Playing,Sony Online Entertainment,0.47,11-Jan-11,67.0,46.0,7.5,128.0,WBIE
Barbie Horse Adventures: Riding Camp,Wii,Sports,Activision,0.18,21-Oct-08,,,tbd,,Activision
Our House Party!,Wii,Simulation,Unknown,0.14,,,,,,
Forza Motorsport 3: Ultimate Edition,X360,Racing,Microsoft Game Studios,0.04,,,,,,
Skylanders SWAP Force,PS4,Platform,Activision,0.12,15-Nov-13,78.0,5.0,5.7,26.0,"Vicarious Visions, Vicarious Visions"
SpongeBob's Truth or Square,PSP,Action,THQ,0.07,26-Oct-09,,,tbd,,Heavy Iron Studios
EA Sports Active 2,Wii,Sports,Electronic Arts,1.21,16-Nov-10,79.0,8.0,8.1,20.0,EA Canada
Secret Game Portable,PSP,Adventure,Yeti,0.01,,,,,,
Army Corps of Hell,PSV,Action,Square Enix,0.07,22-Feb-12,57.0,43.0,6.7,24.0,"Entersphere, Inc."
Wii Play: Motion,Wii,Misc,Nintendo,0.87,13-Jun-11,60.0,34.0,5.8,11.0,Nintendo
Cars 2,Wii,Platform,Disney Interactive Studios,0.75,,,,,,
Disney Infinity,PS3,Action,Disney Interactive Studios,0.57,18-Aug-13,75.0,21.0,5.6,38.0,Avalanche Software
Tiger Woods PGA Tour 09 All-Play,Wii,Sports,Electronic Arts,1.41,26-Aug-08,81.0,18.0,8.7,33.0,EA Tiburon
Starry * Sky: In Spring - PSP Edition,PSP,Adventure,Asgard,0.05,,,,,,
Mario Kart 7,3DS,Racing,Nintendo,9.25,4-Dec-11,85.0,73.0,8.3,377.0,"Retro Studios, Entertainment Analysis & Development Division"
Dynasty Warriors Next,PSV,Action,Tecmo Koei,0.2,22-Feb-12,67.0,35.0,7.5,50.0,Koei
Romance of the Three Kingdoms XII,WiiU,Strategy,Tecmo Koei,0.01,,,,,,
Operation Flashpoint: Red River,X360,Shooter,Codemasters,0.25,7-Jun-11,69.0,64.0,6.3,23.0,Codemasters
Moe Moe 2-Ji Daisenryaku 2,PSP,Strategy,System Soft,0.01,,,,,,
Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.04,15-Oct-07,75.0,15.0,8.6,15.0,Arc System Works
Metal Gear Solid HD Edition,X360,Action,Konami Digital Entertainment,0.01,,,,,,
Ready 2 Rumble Revolution,Wii,Sports,Atari,0.16,17-Mar-09,37.0,31.0,tbd,,10tacle Studios
Metal Slug Anthology,PSP,Shooter,Ignition Entertainment,0.04,20-Feb-07,78.0,26.0,7.4,18.0,Terminal Reality
Major League Baseball 2K13,PS3,Sports,Take-Two Interactive,0.11,,,,,,
Quantum Theory,X360,Shooter,Tecmo Koei,0.08,28-Sep-10,37.0,39.0,2.9,22.0,Tecmo
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,Role-Playing,Bethesda Softworks,0.23,25-Aug-09,,,tbd,,Bethesda Softworks
Pitfall: The Big Adventure,Wii,Adventure,Activision,0.2,23-Sep-08,,,5,4.0,Edge of Reality
Hot Shots Golf: Out of Bounds,PS3,Sports,Sony Computer Entertainment,1.11,18-Mar-08,81.0,66.0,8.7,29.0,Clap Hanz
Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,0.82,10-Jun-08,71.0,32.0,6.9,35.0,"Dimps Corporation, Namco Bandai Games"
Bomberman,PSP,Puzzle,Konami Digital Entertainment,0.15,12-Sep-06,73.0,30.0,5.8,4.0,Hudson
Naval Assault: The Killing Tide,X360,Simulation,505 Games,0.16,15-Jun-10,40.0,11.0,tbd,,Artech Studios
Vitamin R,PSP,Adventure,D3Publisher,0.02,,,,,,
Hellboy: The Science of Evil,PSP,Action,Konami Digital Entertainment,0.04,24-Jun-08,42.0,14.0,7.3,12.0,Krome Studios
Mass Effect,X360,Role-Playing,Microsoft Game Studios,2.82,20-Nov-07,91.0,74.0,8.7,1444.0,BioWare
Castle of Shikigami III,Wii,Shooter,PQube,0.04,13-May-08,67.0,9.0,7.5,8.0,Alfa System
Champion Jockey: G1 Jockey & Gallop Racer,PS3,Sports,Tecmo Koei,0.18,,,,,,
MotoGP '06,X360,Racing,THQ,0.13,12-Jun-06,80.0,50.0,8.2,10.0,Climax Group
Sesame Street: Once Upon A Monster,X360,Misc,Warner Bros. Interactive Entertainment,0.46,11-Oct-11,79.0,26.0,7,18.0,Double Fine Productions
Need for Speed Carbon,X360,Racing,Electronic Arts,1.6,31-Oct-06,77.0,52.0,6.1,67.0,EA Canada
HatsuKare * Renai Debut Sengen!,PSP,Adventure,FuRyu,0.02,,,,,,
Ratchet & Clank Future: Quest for Booty,PS3,Platform,Sony Computer Entertainment,0.08,,,,,,
Mashiro Iro Symphony: *mutsu-no-hana,PSP,Adventure,Comfort,0.03,,,,,,
FabStyle,3DS,Strategy,Tecmo Koei,0.03,,,,,,
Beat Sketch!,PS3,Misc,Sony Computer Entertainment,0.08,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,Misc,Daito,0.06,,,,,,
Zone of the Enders HD Collection,X360,Simulation,Konami Digital Entertainment,0.13,30-Oct-12,75.0,21.0,8.7,18.0,High Voltage Software
Ben 10 Galactic Racing,3DS,Racing,D3Publisher,0.07,25-Oct-11,,,tbd,,Monkey Bar Games
Guitar Hero: World Tour,X360,Misc,Activision,2.58,26-Oct-08,85.0,67.0,6.3,154.0,Neversoft Entertainment
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,Role-Playing,Atlus,0.06,,,,,,
The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,5.29,11-Nov-11,92.0,16.0,6,2045.0,Bethesda Game Studios
Payout Poker & Casino,PSP,Misc,Unknown,0.02,,,,,,
Senran Kagura Burst: Guren no Shoujotachi,3DS,Action,Marvelous Entertainment,0.14,,,,,,
Blitz: Overtime,PSP,Sports,Midway Games,0.09,12-Dec-06,,,7.5,4.0,Midway
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Role-Playing,Konami Digital Entertainment,0.02,,,,,,
Sega Superstars Tennis,Wii,Sports,Sega,1.04,18-Mar-08,71.0,24.0,5.9,11.0,Sumo Digital
FIFA Soccer 09,PS3,Sports,Electronic Arts,2.53,13-Oct-08,87.0,42.0,7.5,93.0,EA Canada
Saint,Wii,Shooter,Unknown,0.02,21-Jul-09,,,tbd,,Starfish
Conan,PS3,Action,THQ,0.32,23-Oct-07,69.0,35.0,7.2,34.0,Nihilistic
Need for Speed: Nitro,Wii,Racing,Electronic Arts,0.77,2-Nov-09,69.0,41.0,7.3,32.0,EA Montreal
Ratchet & Clank Collection,PS3,Action,Sony Computer Entertainment,0.47,,,,,,
Bleach: Shattered Blade,Wii,Fighting,Sega,0.31,9-Oct-07,58.0,30.0,7.4,21.0,Polygon Magic
Hammerin' Hero,PSP,Action,Irem Software Engineering,0.04,7-Apr-09,73.0,19.0,7.6,5.0,Irem
Astro Boy: The Video Game,Wii,Action,D3Publisher,0.1,20-Oct-09,48.0,17.0,tbd,,High Voltage Software
Starry * Sky: In Autumn - PSP Edition,PSP,Adventure,Asgard,0.03,,,,,,
Final Fantasy XI: Online,X360,Role-Playing,Square Enix,0.19,,,,,,
Race Driver 2006,PSP,Racing,Codemasters,0.03,6-Jun-06,81.0,16.0,tbd,,Sumo Digital
XCOM: Enemy Unknown,X360,Strategy,Take-Two Interactive,0.53,9-Oct-12,90.0,35.0,8.4,317.0,Firaxis Games
The Ant Bully,Wii,Platform,Midway Games,0.09,5-Dec-06,45.0,12.0,1.4,5.0,Artificial Mind and Movement
One Piece Pirate Musou,PS3,Action,Namco Bandai Games,1.11,,,,,,
Killzone: Shadow Fall,PS4,Action,Sony Computer Entertainment,1.34,15-Nov-13,73.0,88.0,7.2,1156.0,Guerrilla
Boogie SuperStar,Wii,Misc,Electronic Arts,0.23,14-Oct-08,,,8.6,14.0,EA Montreal
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,Adventure,Compile Heart,0.02,,,,,,
Where the Wild Things Are,Wii,Platform,Warner Bros. Interactive Entertainment,0.1,13-Oct-09,65.0,6.0,tbd,,Griptonite Games
Combat of Giants: Dinosaurs 3D,3DS,Strategy,Ubisoft,0.35,22-Mar-11,44.0,18.0,5.3,9.0,Ubisoft
ZombiU,WiiU,Action,Ubisoft,0.63,18-Nov-12,77.0,70.0,7.5,531.0,Ubisoft Montpellier
Winter Sports 2011,X360,Sports,DTP Entertainment,0.02,Canceled,,,,,DTP Entertainment
FIFA Street 3,X360,Sports,Electronic Arts,0.25,18-Feb-08,63.0,48.0,7.1,16.0,EA Canada
Sonic Lost World,3DS,Platform,Sega,0.27,29-Oct-13,59.0,34.0,6.6,81.0,Dimps Corporation
Monster Jam: Path of Destruction,Wii,Racing,Activision,0.5,9-Nov-10,,,tbd,,Virtuos
Call of Duty: Roads to Victory,PSP,Shooter,Activision,2.09,13-Mar-07,64.0,45.0,7.6,20.0,Amaze Entertainment
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,0.9,6-Oct-09,77.0,47.0,7.8,102.0,Codemasters
Storybook Workshop,Wii,Misc,Konami Digital Entertainment,0.05,1-Dec-09,,,tbd,,Konami
Wall-E,X360,Platform,THQ,0.6,24-Jun-08,50.0,32.0,6,5.0,Heavy Iron Studios
Deer Drive: Legends,3DS,Action,Maximum Family Games,0.01,29-May-12,,,tbd,,Raylight Studios
Major League Baseball 2K9,PS3,Sports,Spike,0.17,3-Mar-09,61.0,19.0,4,6.0,2K Sports
SingStar Take That,PS3,Misc,Sony Computer Entertainment,0.27,,,,,,
NHL 14,X360,Sports,Electronic Arts,0.36,10-Sep-13,81.0,30.0,5.9,61.0,Electronic Arts
Ken to Mahou to Gakuen Mono. 2G,PS3,Role-Playing,Acquire,0.02,,,,,,
Cabela's Big Game Hunter (2008),Wii,Sports,Activision,0.62,13-Nov-07,,,tbd,,MagicWand
Warriors Orochi,PSP,Action,Tecmo Koei,0.2,25-Mar-08,62.0,13.0,8.7,6.0,"Omega Force, Koei Canada"
Need For Speed: Undercover,Wii,Racing,Electronic Arts,0.59,17-Nov-08,54.0,12.0,6.3,26.0,Exient Entertainment
