# temperatura,vacuo,energia_knn,energia_rnn,energia_lr
23.83,49.21,446.23,446.23,448.94
26.68,62.91,441.04,441.04,439.61
23.83,64.15,447.95,447.95,444.08
18.00,43.70,457.32,459.71,460.69
12.65,44.34,471.13,471.13,469.62
29.13,68.30,434.62,434.56,433.68
18.49,41.10,460.76,460.76,460.70
16.39,58.59,455.05,455.05,458.59
32.96,73.03,438.93,438.93,425.59
19.79,51.19,447.34,448.47,455.20
24.44,69.13,434.34,434.34,441.41
21.04,50.32,450.55,450.47,453.35
17.35,39.72,459.83,459.83,463.10
31.98,70.17,430.92,430.92,428.20
19.36,44.60,461.15,459.36,458.08
23.33,73.18,437.88,437.94,441.99
16.73,45.00,457.41,460.59,462.44
8.57,41.17,484.20,484.20,477.62
25.28,49.50,454.01,454.01,446.37
22.66,68.30,431.27,431.27,444.72
17.35,39.39,461.85,462.48,463.21
18.14,67.71,442.45,442.45,452.63
12.19,40.05,472.24,472.80,471.80
10.11,39.72,476.80,476.80,475.46
23.24,63.78,443.86,444.49,445.21
28.98,73.42,432.20,432.20,432.26
31.93,72.58,432.40,432.01,427.50
13.25,49.83,463.13,463.43,466.81
24.86,60.77,440.68,440.68,443.42
26.33,60.06,450.16,450.16,441.14
12.31,40.64,475.65,475.65,471.41
29.60,67.79,431.72,433.25,433.04
15.25,52.90,460.25,460.90,462.39
14.79,39.52,469.47,469.47,467.54
5.53,35.79,484.25,484.25,484.56
9.01,40.77,470.84,470.84,477.00
10.80,41.39,476.85,475.33,473.74
10.24,41.58,472.63,475.51,474.64
28.36,68.08,434.54,434.54,435.06
9.43,41.40,476.26,476.26,476.08
10.50,40.80,482.85,482.85,474.45
33.96,68.94,427.06,427.06,425.22
33.27,66.44,430.11,430.11,427.21
12.17,49.83,469.52,469.52,468.65
27.86,61.50,439.49,439.49,438.06
22.36,58.79,446.00,446.00,448.33
12.57,41.66,464.26,469.48,470.63
31.09,64.05,440.62,440.62,431.71
30.21,79.74,430.83,430.83,428.10
27.31,65.12,441.11,440.49,437.82
19.92,63.31,443.54,443.54,451.03
16.17,46.97,457.10,458.55,462.75
31.20,68.24,428.67,428.67,430.16
20.19,62.26,450.13,449.24,450.91
8.97,36.24,477.89,477.89,478.54
8.70,36.24,478.69,478.69,479.00
5.98,38.91,488.85,488.85,482.78
19.80,57.25,451.75,451.75,453.21
26.45,74.33,433.16,433.16,436.29
20.51,63.09,445.86,445.86,450.09
29.71,71.85,428.49,428.49,431.53
18.03,53.16,457.22,457.22,457.56
23.45,70.04,436.46,436.46,442.81
6.05,41.14,481.02,481.02,481.93
15.32,45.01,459.31,459.31,464.84
6.53,42.85,486.05,483.84,480.56
12.61,43.22,470.83,469.33,470.05
15.95,49.25,460.84,460.12,462.39
23.33,54.20,440.11,440.11,448.17
23.94,51.95,451.84,451.84,447.86
19.34,64.79,454.59,454.59,451.54
31.11,72.25,434.22,434.22,429.01
14.63,41.23,467.68,466.49,467.25
17.57,62.10,453.30,453.30,455.44
17.31,44.71,460.30,460.43,461.54
31.16,67.45,428.35,428.35,430.49
10.05,40.46,469.06,469.06,475.32
10.23,42.07,473.69,475.64,474.49
16.31,42.28,461.20,463.62,464.04
30.74,73.67,428.92,428.92,429.18
31.38,71.32,432.50,432.58,428.85
27.90,63.13,439.76,439.76,437.46
3.96,35.47,489.68,489.68,487.35
12.37,43.22,468.49,468.49,470.46
15.28,48.14,460.75,460.75,463.89
16.85,49.78,456.59,457.11,460.68
18.82,61.27,451.71,451.86,453.57
26.06,49.02,437.90,437.90,445.20
19.62,58.79,446.29,446.29,453.01
8.79,40.67,479.85,478.79,477.41
25.52,59.15,439.42,439.42,442.82
30.70,71.58,429.27,429.27,429.93
21.19,67.71,441.71,441.71,447.43
14.11,45.08,464.70,464.70,466.89
26.19,65.61,443.73,443.73,439.57
32.63,74.99,432.79,432.79,425.52
7.67,35.77,480.06,480.06,480.92
19.65,63.91,444.90,444.90,451.29
18.83,48.98,453.28,453.28,457.56
13.41,40.89,466.43,468.56,469.45
25.24,63.47,442.20,442.78,441.89
12.51,49.83,452.84,452.84,468.07
27.14,71.32,431.74,433.07,436.09
13.21,41.20,469.15,469.28,469.69
25.20,57.50,446.26,446.26,443.90
31.07,73.50,431.86,432.17,428.67
4.71,39.42,481.28,481.28,484.78
14.24,39.58,469.94,469.94,468.46
10.62,39.58,479.91,479.91,474.64
8.88,36.66,477.87,478.46,478.56
23.25,63.78,443.95,444.53,445.19
20.76,69.05,445.98,445.03,447.72
6.22,39.33,491.77,491.77,482.23
5.18,40.27,487.78,486.60,483.70
30.30,73.90,440.79,440.79,429.85
9.38,44.77,473.90,473.90,475.07
29.28,65.71,445.49,445.49,434.26
21.12,63.91,447.64,447.64,448.78
26.52,73.21,437.02,437.02,436.53
4.81,42.85,480.82,481.95,483.49
6.76,37.49,484.85,484.85,481.91
27.09,49.30,437.44,437.44,443.35
33.20,73.88,433.01,432.66,424.91
10.48,40.22,477.78,477.78,474.67
14.22,37.85,471.05,471.05,469.05
7.21,42.03,482.26,482.26,479.66
19.02,49.25,453.22,452.97,457.14
26.88,79.74,434.77,434.77,433.79
14.19,43.71,467.80,467.80,467.20
15.22,50.88,460.44,460.44,463.10
23.17,62.39,444.15,444.74,445.78
17.69,46.36,455.26,457.12,460.36
18.48,52.05,458.62,458.62,457.15
14.22,39.39,470.98,470.98,468.55
22.72,62.40,445.22,445.22,446.54
25.95,69.51,434.38,434.38,438.71
13.57,39.39,471.80,470.09,469.66
6.52,39.85,483.01,483.01,481.55
29.25,72.99,429.12,429.12,431.94
25.79,70.40,437.98,437.98,438.69
25.75,60.95,443.73,443.73,441.84
28.31,71.85,429.57,429.57,433.92
24.24,70.32,436.25,437.73,441.37
28.73,68.24,430.63,430.63,434.38
34.62,69.05,425.41,425.41,424.06
23.57,70.04,437.53,437.53,442.60
14.51,42.77,466.43,466.26,466.96
4.59,39.33,494.90,494.90,485.02
24.31,44.05,442.69,442.69,449.80
9.53,38.18,476.54,476.54,476.96
26.99,68.12,436.95,436.95,437.39
17.98,53.29,457.20,457.40,457.60
29.38,74.90,433.74,433.74,431.10
12.82,38.62,469.92,471.05,471.19
29.84,58.90,440.93,440.93,435.52
10.26,43.14,475.72,476.41,474.09
20.57,42.80,460.43,460.43,456.60
25.30,58.46,439.25,439.25,443.42
24.56,71.94,437.97,437.97,440.29
20.01,52.90,451.36,451.94,454.26
11.54,40.05,474.29,474.29,472.91
6.86,41.17,490.23,490.23,480.54
13.11,41.58,460.44,460.44,469.73
16.41,41.48,451.93,451.93,464.13
10.45,39.69,472.54,472.54,474.89
26.72,67.79,444.68,444.68,437.96
30.12,74.16,432.91,433.17,430.08
14.94,41.35,466.73,466.73,466.68
15.39,42.28,467.34,464.98,465.61
12.83,41.67,474.81,474.81,470.18
13.93,38.91,468.49,468.81,469.20
30.27,70.32,430.22,430.22,431.07
27.76,75.33,433.03,433.03,433.73
10.59,41.26,475.05,475.39,474.14
23.24,45.01,457.01,457.01,451.32
14.80,58.20,455.14,455.14,461.44
25.20,65.59,439.14,439.14,441.27
32.53,77.95,434.44,434.44,424.73
23.36,62.52,445.16,444.92,445.41
23.48,70.79,438.05,438.41,442.51
29.04,76.09,437.82,435.41,431.29
23.39,64.63,449.27,449.27,444.67
27.44,59.74,452.00,452.00,439.35
10.03,42.02,476.32,476.23,474.85
4.00,39.90,490.75,490.75,485.84
24.96,74.99,440.91,440.91,438.62
17.48,52.90,458.34,458.34,458.59
13.26,41.74,473.44,473.44,469.43
30.28,70.98,432.64,432.64,430.84
30.30,69.51,431.12,431.12,431.28
29.24,69.05,435.77,434.57,433.24
7.64,41.17,488.53,488.53,479.21
24.14,62.66,443.51,443.57,444.03
28.87,71.97,435.86,435.86,432.92
17.30,46.21,456.77,456.77,461.07
18.87,44.06,457.60,459.03,459.09
29.13,62.26,436.37,436.37,435.64
18.26,69.94,447.33,447.19,451.70
13.03,42.86,475.03,475.03,469.45
12.47,45.01,469.82,469.90,469.71
15.52,42.86,466.63,464.71,465.20
29.86,69.34,433.57,433.57,432.09
25.96,63.78,442.28,442.34,440.56
8.04,41.92,482.58,482.58,478.28
29.12,58.84,446.51,446.51,436.77
23.74,72.43,437.55,437.55,441.53
27.46,68.08,433.72,433.72,436.60
25.51,73.56,437.07,437.07,438.14
14.42,44.88,462.72,462.72,466.42
24.79,67.83,442.02,440.17,441.24
14.51,41.79,463.88,465.84,467.28
19.09,66.51,458.41,458.41,451.40
24.14,69.23,433.92,433.92,441.89
21.24,60.84,445.71,445.71,449.58
4.08,35.19,489.44,489.44,487.24
17.40,44.90,461.30,460.77,461.33
26.68,59.92,438.67,438.67,440.59
20.50,49.69,452.94,452.94,454.47
23.57,64.15,446.71,444.95,444.52
22.69,65.18,441.18,441.18,445.69
29.09,67.07,429.93,429.93,434.14
21.43,63.47,448.17,448.17,448.40
14.86,44.71,466.38,466.38,465.73
17.53,44.90,457.61,457.61,461.11
9.15,44.03,474.26,474.26,475.70
24.19,46.21,440.87,440.87,449.31
8.89,41.54,481.70,479.33,476.95
4.61,40.27,492.85,492.85,484.68
11.01,40.05,471.97,474.89,473.82
29.90,74.99,435.64,434.76,430.18
16.87,52.05,460.47,458.94,459.90
30.97,67.90,428.26,428.26,430.66
31.01,67.83,429.46,429.46,430.62
16.03,65.46,454.38,454.41,456.97
24.99,58.79,439.20,439.20,443.84
31.01,67.69,428.94,430.61,430.66
27.77,63.90,442.86,441.33,437.43
17.44,44.88,465.72,465.72,461.27
14.20,45.51,465.35,465.35,466.59
18.43,56.03,465.17,465.17,455.94
22.91,61.86,441.24,441.24,446.39
14.89,39.82,470.19,470.19,467.27
22.28,60.27,443.44,443.44,447.99
30.68,73.67,431.15,432.03,429.28
30.48,70.04,429.85,429.85,430.80
18.30,37.20,470.42,470.42,462.30
14.17,43.13,468.38,466.94,467.42
13.98,44.58,473.01,473.01,467.27
23.44,62.52,447.19,447.19,445.27
20.54,68.12,440.28,440.28,448.40
11.44,43.13,472.00,472.28,472.08
15.15,37.64,465.69,465.56,467.53
12.58,39.72,470.62,470.62,471.25
12.80,41.16,462.72,462.72,470.40
10.57,37.73,474.65,474.65,475.33
24.14,63.21,444.25,443.92,443.85
26.76,71.94,432.49,432.49,436.54
21.06,67.07,446.29,446.50,447.86
10.25,41.46,481.94,481.94,474.66
6.16,39.48,485.23,485.65,482.29
10.05,41.58,469.03,469.03,474.96
26.02,74.78,435.05,436.08,436.88
27.20,59.74,440.13,440.13,439.76
15.09,40.89,466.47,466.47,466.58
8.46,40.80,485.06,485.06,477.93
12.07,43.71,472.32,472.32,470.82
32.81,77.17,432.61,432.43,424.50
26.91,74.99,437.06,437.06,435.29
10.66,37.50,472.86,472.86,475.25
34.29,68.51,427.62,427.62,424.80
22.16,64.63,451.86,451.86,446.77
28.32,71.64,432.65,433.14,433.97
15.62,41.76,462.14,463.86,465.39
24.76,63.07,443.62,443.13,442.84
10.29,41.46,479.76,477.40,474.59
27.99,66.91,439.74,439.74,436.07
22.22,48.98,447.78,446.86,451.77
13.78,42.03,465.70,467.18,468.44
24.78,50.78,443.98,443.98,446.81
15.74,43.71,462.66,462.66,464.55
27.24,77.17,439.12,439.12,434.01
24.66,58.86,443.46,443.23,444.38
16.81,42.42,464.64,463.10,463.14
33.76,68.51,429.83,429.83,425.70
17.79,46.21,455.20,457.50,460.23
25.97,70.32,435.27,435.27,438.41
15.29,41.10,467.99,467.99,466.17
23.45,66.25,437.81,441.35,444.04
3.51,35.47,489.07,489.07,488.12
20.83,49.02,451.07,450.75,454.13
19.20,59.21,450.71,450.48,453.59
26.19,73.77,433.02,433.87,436.91
28.28,61.86,440.89,440.54,437.22
13.39,49.83,465.36,465.01,466.57
24.36,68.61,448.71,448.71,441.72
23.07,50.05,442.97,442.97,449.97
30.11,70.80,435.33,433.75,431.19
20.55,48.98,452.52,452.52,454.62
15.48,41.66,464.64,464.74,465.66
32.21,70.94,430.06,430.06,427.56
25.54,70.47,436.16,436.16,439.10
25.33,71.32,434.68,434.68,439.18
21.24,63.47,442.94,442.94,448.72
14.57,39.28,466.21,467.14,467.99
25.27,63.91,441.40,442.83,441.70
27.76,69.40,435.95,434.89,435.66
19.43,52.90,457.27,457.27,455.26
28.60,61.86,439.74,439.74,436.68
23.79,58.20,446.88,446.88,446.08
11.41,39.61,467.19,467.19,473.28
14.64,39.58,467.80,467.80,467.77
6.65,40.77,485.11,483.99,481.03
9.12,41.49,475.69,475.69,476.58
25.62,73.17,430.56,430.56,438.08
24.75,58.79,444.79,444.79,444.25
15.50,44.92,463.53,463.64,464.57
18.52,58.41,446.68,446.68,455.01
28.38,72.39,432.02,432.02,433.62
11.79,45.09,473.13,472.07,470.85
27.18,59.27,439.69,439.69,439.95
19.75,54.20,455.29,454.61,454.29
25.45,70.04,430.20,430.20,439.39
21.93,58.96,453.42,453.42,449.01
8.66,40.11,479.76,479.76,477.81
23.33,58.95,442.71,442.71,446.62
20.29,49.69,454.74,454.74,454.83
31.99,53.53,432.43,432.43,433.60
25.21,69.48,437.76,437.05,439.98
5.51,35.57,485.95,485.90,484.67
16.00,39.16,468.49,468.49,465.59
5.79,38.68,487.40,487.40,483.18
17.77,56.53,457.94,457.94,456.91
9.52,39.61,477.98,477.71,476.51
27.00,60.96,450.15,450.15,439.70
24.34,50.16,445.33,445.33,447.76
20.86,67.25,444.50,444.50,448.14
13.44,40.69,473.00,473.00,469.46
13.97,41.16,459.84,459.84,468.40
10.96,45.01,468.64,468.64,472.29
21.83,63.13,444.16,445.79,447.83
25.22,69.88,443.24,443.24,439.84
22.50,45.38,458.19,458.19,452.46
21.03,69.05,444.36,444.31,447.26
26.27,62.91,442.89,442.31,440.31
20.99,50.12,448.07,448.07,453.50
18.06,56.65,456.85,455.86,456.37
10.12,40.00,476.03,476.03,475.36
26.25,61.02,440.23,441.96,440.96
13.08,39.82,476.96,476.96,470.36
24.28,68.31,442.93,440.95,441.95
32.92,69.05,426.61,426.61,426.96
23.68,68.12,441.54,441.54,443.04
7.81,39.64,482.98,482.35,479.42
23.60,65.48,444.38,444.38,444.04
14.50,40.66,468.79,467.17,467.66
18.84,40.79,459.96,459.96,460.21
11.69,39.22,472.51,473.58,472.93
14.58,41.92,462.69,462.69,467.11
9.33,36.30,479.60,479.60,477.91
14.93,39.16,463.20,463.20,467.42
6.37,41.03,490.47,490.47,481.42
6.16,38.50,490.92,490.92,482.61
12.45,40.56,472.56,471.95,471.19
19.55,56.53,455.56,455.56,453.87
18.62,59.15,450.81,450.81,454.60
14.13,43.41,461.96,461.96,467.40
21.12,49.15,456.92,456.92,453.59
13.63,43.50,468.28,468.28,468.22
18.60,41.67,458.91,458.91,460.33
7.19,38.91,486.05,486.05,480.71
19.96,56.03,456.01,454.80,453.33
15.22,41.67,463.09,465.01,466.10
13.52,41.48,460.76,460.76,469.07
18.04,44.85,463.31,463.31,460.25
27.81,66.51,439.48,439.48,436.51
26.10,58.90,444.40,444.40,441.91
27.99,71.58,435.99,435.99,434.55
20.08,44.60,461.07,461.07,456.85
19.89,50.78,446.35,446.35,455.16
6.23,40.96,488.82,488.82,481.69
29.10,50.05,438.01,438.82,439.67
18.71,39.39,465.57,465.57,460.89
35.10,68.27,427.36,427.59,423.49
6.19,41.31,485.08,485.08,481.64
24.88,71.94,434.23,434.88,439.75
17.75,49.78,452.02,452.02,459.14
13.89,41.49,465.96,467.20,468.43
21.14,58.98,448.31,448.31,450.35
14.28,42.74,467.22,467.22,467.36
13.34,40.83,471.82,471.82,469.59
24.67,68.14,438.40,438.40,441.34
10.27,42.34,474.55,474.55,474.34
21.18,60.10,450.82,447.76,449.92
13.84,44.90,463.27,463.27,467.41
4.73,41.31,486.60,486.60,484.13
14.22,40.83,469.75,469.75,468.08
13.09,43.02,470.14,470.14,469.30
6.58,40.07,493.72,493.72,481.38
28.57,51.43,450.04,450.04,440.13
21.54,58.49,447.47,447.89,449.83
34.30,74.67,427.84,427.84,422.77
15.24,40.00,459.84,465.43,466.61
19.41,46.63,452.60,452.60,457.33
30.50,66.75,432.87,432.87,431.84
20.68,63.86,447.41,447.95,449.55
29.53,71.97,434.96,434.96,431.80
12.72,44.90,463.49,463.49,469.32
24.44,73.50,437.73,437.73,439.99
8.00,34.03,487.17,487.17,480.92
13.92,41.16,465.33,465.33,468.49
18.85,67.32,446.70,446.70,451.55
22.48,71.29,444.71,444.71,444.06
14.10,41.04,465.89,465.89,468.22
30.22,70.32,431.30,433.02,431.16
22.45,59.87,443.61,445.07,447.83
10.82,37.50,473.45,473.96,474.97
23.56,67.79,437.12,439.72,443.35
22.33,70.79,436.74,436.74,444.48
15.11,45.01,460.91,460.91,465.20
25.90,47.45,443.13,443.13,445.98
13.56,43.67,466.79,467.70,468.29
11.03,44.78,470.17,470.17,472.24
20.47,63.07,446.53,447.91,450.17
26.37,69.84,436.59,435.30,437.89
18.95,42.23,462.73,462.73,459.55
11.39,43.72,472.88,472.71,471.97
22.73,43.79,460.20,460.20,452.59
24.40,60.37,440.64,440.64,444.34
28.28,69.48,428.75,428.75,434.74
22.84,67.32,442.39,441.72,444.74
25.09,65.38,442.66,442.33,441.53
13.32,38.73,471.52,470.27,470.30
34.10,73.03,434.93,433.38,423.65
21.11,65.94,448.77,448.77,448.14
32.21,68.14,426.56,426.56,428.47
25.77,62.96,442.83,442.83,441.15
24.42,63.31,438.39,438.39,443.34
8.28,40.77,480.15,480.15,478.25
28.18,64.84,438.52,439.06,436.42
8.09,38.50,485.01,483.22,479.31
17.37,48.92,456.56,455.46,460.07
29.12,73.06,434.90,434.90,432.14
5.82,41.38,488.17,486.52,482.25
29.45,70.02,437.82,437.82,432.57
17.47,58.59,449.41,449.41,456.75
19.51,50.16,448.28,448.28,456.01
13.82,44.84,467.95,467.95,467.46
8.61,43.80,478.25,478.25,476.70
21.28,70.32,439.00,439.00,446.42
21.47,65.61,447.42,447.42,447.63
29.55,72.29,430.98,430.98,431.66
31.09,74.22,430.30,430.30,428.40
23.75,60.29,449.57,449.57,445.47
30.25,68.24,432.05,432.05,431.78
17.51,41.85,465.05,465.05,462.13
17.22,36.71,465.32,465.32,464.30
9.22,40.92,474.51,474.51,476.59
24.48,66.25,441.07,441.07,442.28
25.26,61.08,447.46,447.46,442.64
12.34,40.10,472.10,472.63,471.53
6.75,39.90,484.79,484.40,481.14
28.29,47.93,437.13,437.13,441.74
11.09,40.43,490.96,490.96,473.56
8.51,34.69,480.96,479.11,479.83
7.71,36.25,482.12,481.61,480.69
11.80,41.20,475.19,475.19,472.10
25.76,57.32,440.26,440.26,443.01
26.53,65.61,443.05,441.19,438.99
21.29,51.43,452.48,450.52,452.56
19.64,48.06,455.27,455.27,456.47
29.45,69.13,432.04,432.04,432.86
18.24,58.46,449.63,449.63,455.48
11.23,43.67,473.32,473.28,472.26
23.15,69.48,439.23,439.69,443.50
26.49,67.69,430.62,430.62,438.38
16.64,48.92,452.56,452.56,461.32
28.51,70.02,441.66,441.66,434.17
16.64,53.82,459.01,459.01,459.72
7.32,41.26,482.10,482.10,479.73
22.72,50.05,444.18,445.55,450.57
14.05,40.71,465.74,465.74,468.41
28.52,70.72,437.72,437.72,433.93
22.20,57.17,447.75,447.75,449.13
27.93,73.68,435.95,435.95,433.97
25.42,59.04,444.51,444.51,443.03
25.03,61.86,439.13,442.27,442.77
24.85,67.90,445.18,445.18,441.11
29.03,67.79,444.56,444.56,434.01
16.50,44.63,459.65,461.48,462.95
6.86,38.08,486.92,486.92,481.55
5.70,40.62,484.27,484.79,482.70
26.71,68.30,436.66,436.66,437.81
23.79,58.49,445.87,445.87,445.99
25.11,67.32,441.93,441.93,440.86
20.55,65.46,448.83,448.83,449.25
10.66,41.93,479.61,479.61,473.80
5.11,42.07,486.41,486.41,483.24
9.87,42.74,470.90,470.90,474.89
14.39,43.56,464.49,466.19,466.90
16.96,63.31,454.14,454.14,456.08
28.61,72.29,431.52,432.69,433.26
21.31,49.39,455.34,455.34,453.19
18.32,65.94,451.51,450.80,452.90
27.11,69.75,433.28,433.28,436.65
28.50,73.77,431.70,431.70,432.97
25.44,66.54,439.02,439.64,440.55
17.03,43.99,462.24,461.68,462.26
25.32,71.94,435.06,435.06,439.00
21.58,67.25,447.50,445.69,446.91
7.64,40.81,481.22,481.47,479.33
27.02,71.77,428.10,428.10,436.15
13.58,44.47,467.15,467.15,467.99
17.69,65.46,451.91,451.97,454.14
26.51,50.05,440.22,440.22,444.09
19.48,58.79,450.55,450.55,453.25
14.79,38.73,470.28,470.28,467.79
20.65,50.59,452.61,451.47,453.92
10.53,41.26,475.96,475.96,474.24
8.20,41.14,482.59,480.48,478.26
11.73,40.64,477.06,477.06,472.40
26.11,47.43,445.36,445.36,445.63
21.09,50.90,456.09,456.09,453.07
24.08,49.30,446.12,445.44,448.49
24.20,63.21,449.03,449.03,443.75
28.73,50.05,436.35,436.35,440.30
6.17,41.31,485.19,484.95,481.67
17.94,37.20,467.65,467.65,462.91
12.74,39.13,472.90,471.87,471.16
26.51,44.57,445.32,445.32,445.88
20.97,44.63,453.26,453.26,455.32
23.84,68.94,442.10,440.29,442.50
23.51,57.32,444.66,445.12,446.85
22.85,47.43,448.15,448.15,451.20
24.84,59.22,442.70,442.70,443.96
24.70,44.57,444.65,444.65,448.97
18.46,42.18,461.78,461.68,460.40
24.61,62.96,445.79,445.79,443.13
15.54,41.23,463.06,463.06,465.70
15.70,42.99,464.59,464.59,464.85
27.18,64.44,440.30,440.30,438.26
11.02,39.96,467.41,467.41,473.83
14.56,53.82,463.42,463.67,463.27
29.00,77.54,432.63,433.08,430.89
15.34,41.23,466.20,465.13,466.04
25.42,69.71,439.33,436.90,439.55
29.63,69.71,435.27,435.27,432.36
10.38,43.02,474.44,474.44,473.93
23.55,58.79,447.01,447.01,446.30
8.07,41.17,484.54,484.54,478.47
28.19,67.45,435.86,435.88,435.56
16.41,44.92,462.12,462.12,463.01
18.14,49.78,451.44,451.44,458.47
28.79,70.79,425.64,425.64,433.44
4.47,35.19,488.80,488.19,486.57
28.20,66.75,433.46,433.46,435.77
11.97,42.32,467.98,467.98,471.44
22.30,74.87,442.78,442.78,443.20
23.89,48.41,441.83,441.83,449.10
10.32,38.91,478.63,476.66,475.37
6.05,42.85,484.11,484.51,481.38
27.78,68.67,436.76,435.36,435.86
7.06,41.74,487.55,484.86,480.01
10.79,39.82,473.20,475.57,474.27
11.70,25.36,468.84,469.83,477.43
20.37,52.05,456.11,456.11,453.93
7.61,38.06,484.14,484.14,480.27
23.27,67.90,447.25,447.25,443.81
21.94,58.79,448.27,447.44,449.05
10.02,42.44,477.32,476.54,474.73
25.61,67.69,437.78,437.78,439.88
22.61,45.38,453.92,453.10,452.27
28.61,70.36,440.16,440.16,433.89
12.57,41.79,468.86,470.15,470.59
28.78,60.07,439.74,439.74,436.95
5.66,39.42,482.11,482.11,483.16
7.94,40.56,488.01,488.01,478.90
4.56,40.27,492.09,488.86,484.76
18.59,65.06,450.40,450.40,452.73
22.39,48.14,448.58,448.58,451.75
11.84,40.05,474.22,473.82,472.40
26.90,60.93,435.87,435.87,439.88
30.20,71.85,433.54,432.99,430.69
27.19,62.91,442.78,442.06,438.74
7.96,38.91,482.19,482.42,479.40
8.37,40.92,482.32,480.05,478.04
30.20,69.59,434.14,434.02,431.43
23.81,60.08,443.62,443.31,445.44
23.53,72.24,436.69,436.69,441.95
16.09,65.46,453.02,453.04,456.87
11.63,41.50,477.30,477.30,472.29
17.10,62.10,451.75,451.71,456.24
13.77,42.86,470.23,467.83,468.19
28.14,51.43,445.33,445.33,440.86
23.46,73.18,438.62,438.62,441.77
23.85,72.43,437.90,437.34,441.35
13.33,40.64,470.33,469.56,469.67
15.61,40.89,467.30,467.30,465.69
25.08,58.49,442.11,442.89,443.79
12.73,37.73,470.89,470.89,471.64
22.74,61.87,444.59,444.59,446.68
16.58,43.99,458.67,458.67,463.02
30.56,69.14,432.26,432.26,430.96
21.09,59.80,451.98,451.98,450.17
23.43,71.97,442.19,442.19,442.21
21.46,51.61,457.28,457.28,452.21
8.75,40.22,478.45,478.97,477.62
19.27,43.14,463.14,463.14,458.71
25.57,62.96,444.81,444.81,441.49
14.26,44.47,465.77,465.77,466.83
14.17,42.86,466.20,466.20,467.51
17.48,40.89,461.59,462.41,462.50
21.99,71.85,441.41,440.75,444.71
32.31,77.95,430.15,430.15,425.10
14.38,40.71,473.41,473.41,467.85
28.54,71.94,430.91,430.91,433.50
25.06,74.33,437.27,437.27,438.66
8.22,41.82,480.60,480.57,478.01
15.23,44.90,463.03,464.09,465.03
14.94,40.00,456.41,456.41,467.12
16.97,50.90,460.15,459.00,460.11
6.42,35.57,485.86,485.86,483.12
15.60,44.68,463.82,463.82,464.47
21.52,66.51,444.87,444.87,447.25
28.14,61.47,435.35,435.35,437.59
8.36,38.91,482.09,482.09,478.72
26.38,70.47,437.01,434.98,437.66
30.20,70.02,437.48,437.48,431.29
21.98,59.39,446.79,446.79,448.79
25.54,48.41,437.58,437.58,446.28
9.68,40.22,476.44,476.97,476.03
22.38,63.31,441.30,441.30,446.83
23.62,67.45,442.09,441.04,443.36
13.25,43.70,468.17,468.21,468.81
22.49,69.84,437.57,437.57,444.51
33.13,74.34,433.73,433.73,424.88
14.95,42.99,465.66,465.55,466.13
11.42,40.35,482.04,475.36,473.02
28.56,74.22,433.31,434.37,432.72
27.89,73.17,432.83,432.83,434.21
14.60,42.32,464.67,464.67,466.95
15.86,43.50,459.42,459.42,464.41
13.78,40.73,466.14,468.17,468.87
30.09,69.48,435.20,435.20,431.65
24.60,57.85,447.09,447.09,444.81
10.80,40.22,478.21,478.21,474.12
9.08,36.71,479.02,479.02,478.20
23.86,52.84,444.66,444.66,447.71
16.69,40.56,469.90,469.90,463.95
24.17,73.18,438.60,437.06,440.56
19.68,56.65,456.89,456.89,453.61
22.25,43.79,461.93,461.93,453.41
24.81,60.95,446.09,446.09,443.45
18.68,56.65,455.63,455.13,455.31
23.64,69.94,437.12,438.62,442.52
26.41,65.59,443.29,440.81,439.20
28.82,77.24,433.69,433.69,431.29
21.84,59.07,448.61,448.61,449.13
30.63,53.30,430.27,430.27,436.00
20.19,58.86,451.02,449.83,452.02
25.54,69.13,428.74,428.74,439.54
26.52,71.64,437.76,437.76,437.04
10.38,40.92,466.46,466.46,474.61
8.13,39.96,477.12,477.12,478.77
20.20,64.45,452.33,452.33,450.18
24.27,68.28,442.59,440.99,441.98
13.97,53.82,465.24,465.24,464.28
14.29,39.59,463.04,463.04,468.37
33.11,77.54,431.77,431.77,423.87
30.49,64.44,436.99,438.07,432.61
22.68,58.82,443.86,443.86,447.78
9.49,40.69,476.67,476.67,476.21
21.71,76.86,438.41,438.41,443.56
28.01,51.43,443.36,442.24,441.08
16.62,39.99,463.74,463.74,464.26
22.31,61.45,447.52,445.78,447.55
19.78,63.09,447.78,449.26,451.34
26.62,65.12,441.22,441.22,439.00
30.24,68.30,431.78,432.80,431.78
9.47,41.40,480.24,480.24,476.01
9.39,41.79,475.83,477.22,476.02
27.41,59.21,438.39,438.39,439.57
25.36,74.99,437.52,437.36,437.93
8.60,42.28,481.12,479.85,477.21
10.00,39.66,479.97,479.97,475.67
12.88,44.71,468.99,468.94,469.11
8.42,43.14,483.49,483.49,477.24
20.83,70.72,446.48,446.48,447.06
20.14,46.93,453.99,453.99,455.99
28.33,68.14,434.36,434.91,435.09
23.78,58.86,445.29,444.29,445.89
30.24,66.75,432.67,433.47,432.28
6.18,41.38,490.81,490.81,481.63
19.18,65.06,448.26,448.26,451.72
10.88,44.63,469.57,469.57,472.55
17.54,42.42,471.28,471.28,461.90
26.31,68.51,436.58,436.11,438.42
14.97,42.28,466.62,466.62,466.33
23.07,69.23,438.83,439.85,443.72
