temperatura,vacuo,energia
8.07,41.17,484.54
8.33,38.08,481.89
20.03,60.77,449.31
32.1,69.98,431.09
27.51,71.29,430.42
9.59,37.14,474.74
25.45,63.76,439.56
25.21,63.21,441.04
29.29,73.18,430.31
20.61,63.86,446.34
6.61,36.24,483.12
17.08,38.58,461.49
22.72,58.82,448.67
15.84,41.66,465.5
11.54,45.51,474.73
17.77,44.6,460.13
8.01,41.66,485.13
24.26,61.02,442.86
10.16,41.62,465.05
13.21,43.71,466.39
29.12,58.84,446.51
25.82,72.39,432.98
27.92,68.3,437.28
32.51,69.98,429.66
30.76,73.17,430.98
24.93,47.01,455.39
25.14,64.63,446.63
24.34,62.96,446.09
22.24,41.1,451.95
22.03,64.79,450.25
28.75,64.69,437.94
25.47,56.89,440.38
25.44,65.06,440.09
5.4,39.4,485.86
26.72,74.87,441.93
9.66,41.06,482.2
25.35,65.18,438.17
26.06,65.34,444.55
27.51,71.29,430.42
20.25,58.59,452.18
7.38,41.22,485.73
20.46,66.05,454.06
28.18,49.3,438.91
22.83,41.1,449.99
22.69,54.2,444.26
21.71,76.86,438.41
9.15,41.82,477.78
14.91,46.9,461.73
27.86,61.5,439.49
15.43,38.58,463.44
14.88,41.66,468.55
29.57,67.83,427.62
20.32,49.16,443.59
10.72,45.0,480.62
17.06,58.96,461.15
22.52,66.48,435.02
18.13,49.39,458.53
27.84,71.32,431.37
31.16,69.88,433.24
26.93,59.54,437.58
23.89,48.41,441.83
28.84,75.6,442.69
26.31,48.6,440.06
32.18,69.75,438.26
23.6,60.08,451.97
25.88,63.47,443.94
27.86,61.5,439.49
26.32,69.71,441.25
7.68,38.06,483.8
28.42,73.5,435.59
22.22,66.05,442.95
29.3,69.48,429.42
4.0,39.9,490.79
14.79,39.54,469.23
8.48,40.05,483.5
14.18,40.69,471.52
25.13,51.95,447.7
23.24,45.01,457.01
25.97,69.34,435.02
27.78,60.07,439.43
20.52,43.79,463.93
26.55,60.23,438.95
28.78,64.96,432.66
18.01,44.2,456.36
10.57,36.71,472.62
5.05,35.57,491.4
13.31,40.1,468.74
11.26,39.35,471.83
6.01,35.79,482.25
27.01,52.3,439.51
11.68,40.55,474.8
25.31,65.59,440.96
11.55,40.6,475.14
23.83,71.37,443.29
23.69,58.05,444.46
13.06,41.78,467.67
28.95,66.75,432.39
13.61,42.34,465.65
30.3,73.9,440.79
14.79,46.48,462.55
24.32,71.14,435.34
7.1,41.74,484.12
30.2,70.02,437.48
26.91,74.99,437.06
9.64,36.66,479.08
9.61,44.03,473.54
28.24,65.27,439.36
22.82,69.94,437.32
17.44,45.01,456.08
26.49,71.73,431.06
10.05,41.17,481.38
6.16,38.5,490.92
29.53,77.54,432.89
21.81,65.46,444.66
9.44,44.03,473.61
3.95,38.44,492.46
20.94,49.02,448.18
16.46,48.6,449.58
14.45,39.58,467.62
13.97,41.16,459.84
26.17,66.54,433.81
15.64,44.21,462.42
19.41,64.45,452.55
9.49,40.69,476.67
27.03,65.12,441.62
11.43,40.22,477.5
18.91,45.01,456.12
21.6,62.52,453.28
24.33,46.93,447.54
27.03,71.14,430.41
7.55,41.04,476.58
22.26,60.77,442.58
24.27,60.37,437.78
22.82,69.94,437.32
12.1,40.27,477.61
22.95,63.94,438.33
20.96,69.48,444.31
29.23,68.14,428.87
19.05,62.96,454.26
24.83,62.4,442.2
24.34,59.54,440.63
18.28,44.2,458.59
1.81,39.42,490.55
15.92,41.2,468.91
17.43,63.09,449.36
21.04,54.2,443.41
13.73,41.78,464.94
18.07,63.31,456.5
29.72,71.97,431.22
30.34,71.25,431.18
12.16,45.0,482.99
14.67,42.28,469.02
18.12,63.09,449.65
28.3,59.27,445.19
11.87,40.55,473.79
6.02,43.65,481.92
12.12,40.0,462.1
7.46,41.26,482.83
14.32,44.6,466.36
31.4,71.06,433.34
6.49,39.33,489.22
20.01,68.63,454.5
14.2,43.02,470.67
8.36,40.67,489.1
28.62,69.71,437.52
14.47,48.79,466.25
28.81,69.23,433.74
31.95,67.17,432.6
25.62,73.17,430.56
18.11,44.85,458.85
23.64,60.95,447.86
17.37,41.23,461.08
11.48,36.18,469.44
8.4,38.5,486.5
28.75,64.84,441.3
7.75,38.06,483.56
10.11,52.75,470.35
15.49,42.07,460.32
32.37,68.67,430.35
23.43,60.32,446.88
11.94,44.2,474.02
13.33,39.39,471.23
20.25,59.8,453.81
14.87,41.23,465.01
29.22,72.39,430.24
10.59,37.5,471.38
30.59,70.04,429.13
20.78,58.86,446.2
22.83,65.18,442.43
17.67,53.16,457.99
9.18,39.42,473.78
28.75,70.02,440.31
20.74,49.69,454.59
27.37,71.06,432.14
32.5,73.68,427.63
30.96,69.82,438.74
20.46,66.05,454.06
25.21,65.34,446.68
25.72,72.39,432.77
26.94,71.14,434.03
33.01,68.67,433.94
12.45,37.92,470.59
8.27,35.77,478.13
25.45,57.32,441.3
25.28,71.94,432.26
13.39,44.58,474.7
12.19,40.23,474.91
11.34,45.17,472.13
7.57,37.49,481.98
19.02,44.85,465.42
12.88,43.8,468.19
9.6,41.82,475.01
9.87,41.82,475.58
29.12,67.32,435.2
17.29,44.06,461.38
20.12,45.09,448.35
25.74,65.38,452.94
5.49,40.81,487.36
12.02,39.69,470.17
20.16,57.76,455.13
10.67,42.02,472.65
13.48,39.85,475.74
15.74,43.71,462.66
26.71,70.4,432.64
20.1,59.87,444.71
27.92,68.12,437.51
26.0,70.47,435.05
25.01,66.56,435.73
29.88,68.08,429.33
23.63,60.37,440.74
22.21,48.14,448.33
10.02,39.82,482.47
18.97,43.43,453.2
18.98,60.1,453.37
28.71,51.43,440.17
22.71,48.06,445.1
18.58,44.6,459.06
27.89,73.17,432.83
12.72,40.71,466.99
12.52,71.14,463.22
23.97,44.57,448.17
10.1,41.4,474.28
12.3,39.85,476.42
14.66,41.76,463.6
30.31,74.16,436.23
8.27,37.7,479.16
28.85,66.54,437.79
9.84,36.66,477.62
29.83,68.67,434.28
26.82,64.96,427.51
14.56,40.89,467.53
17.1,49.69,457.32
8.23,41.01,474.52
14.9,52.05,464.82
16.85,41.35,463.37
20.85,48.7,449.57
18.85,48.06,451.77
13.09,39.85,475.89
30.93,71.85,427.82
18.97,50.59,459.68
14.33,43.41,462.94
28.43,69.59,439.26
25.72,72.39,432.77
17.94,62.1,453.55
23.83,50.32,445.17
32.87,70.8,433.1
28.67,66.25,434.73
10.32,41.01,467.81
10.59,41.46,480.83
21.41,50.32,443.63
21.39,62.96,452.68
28.37,69.13,425.29
15.8,53.82,463.09
13.09,43.67,474.45
16.14,44.21,461.03
10.72,39.35,480.18
21.84,60.29,454.4
17.51,41.85,465.05
14.74,42.77,463.61
14.89,35.71,469.37
23.39,73.5,441.18
16.56,42.99,464.62
26.98,74.78,442.28
10.8,40.22,478.21
13.06,44.2,469.02
19.51,48.78,453.27
31.17,69.51,428.94
6.72,38.91,485.89
22.24,60.07,446.14
24.5,58.66,451.03
23.86,45.87,446.67
21.36,45.61,456.85
18.87,67.71,444.77
30.61,69.13,429.1
27.08,63.78,447.24
25.16,77.3,439.37
7.67,35.77,480.06
13.21,40.03,469.75
25.3,59.43,442.5
31.87,68.67,435.66
21.19,42.48,469.76
14.8,58.2,455.14
6.22,39.33,491.77
25.06,74.33,437.27
23.15,69.48,436.16
33.27,66.44,430.11
26.35,59.87,447.26
9.39,40.11,473.05
20.3,58.41,451.74
15.14,41.93,469.68
23.81,57.5,448.72
25.12,66.56,436.56
27.52,74.67,433.56
25.11,56.89,441.51
13.42,41.74,473.45
34.61,73.03,438.56
18.81,52.08,450.72
28.88,71.98,428.61
11.42,40.35,478.7
16.7,40.56,470.84
15.47,46.48,462.58
30.97,69.13,435.6
4.15,39.9,491.22
14.09,41.2,472.42
23.85,74.22,441.66
14.6,44.47,465.24
8.01,40.62,476.22
18.31,62.1,455.24
4.71,42.07,486.79
31.18,74.34,434.15
21.43,46.97,457.68
27.91,72.24,430.73
9.04,44.68,479.53
29.31,68.67,435.57
11.49,44.2,475.51
11.83,38.25,473.31
22.97,64.15,450.07
16.0,43.02,466.01
21.58,67.25,446.15
13.21,43.71,466.39
16.96,63.31,454.14
15.42,40.56,469.33
14.82,44.2,465.73
25.72,59.21,437.72
25.11,67.32,441.93
19.84,65.48,449.85
20.01,43.77,455.66
9.0,40.78,468.5
31.35,71.97,430.16
6.92,39.61,483.83
21.79,58.2,446.94
23.36,72.24,434.15
6.06,43.65,480.74
25.06,78.92,434.55
13.92,39.85,473.47
22.08,41.54,458.74
30.62,64.69,435.84
25.07,77.95,438.55
16.64,48.92,452.56
23.24,68.31,440.78
12.82,46.18,466.06
17.78,50.66,456.11
31.46,77.17,435.56
23.9,61.41,451.99
30.69,71.98,430.33
5.94,39.9,485.86
25.93,60.29,444.04
24.06,58.2,445.91
24.78,50.78,443.98
17.38,43.14,459.02
7.87,41.17,486.2
22.17,65.61,449.91
27.41,59.21,438.39
27.38,69.4,434.47
9.75,35.76,474.31
23.54,70.32,434.45
16.79,44.6,459.48
21.05,58.33,447.66
13.52,41.48,460.76
25.32,54.5,451.52
16.09,48.78,454.23
16.23,43.52,464.74
28.82,71.43,443.68
28.42,73.4,438.25
13.73,41.92,466.29
12.59,41.14,465.74
22.72,69.13,438.01
26.78,52.3,441.21
17.39,42.44,461.55
30.12,69.71,435.85
14.87,35.71,468.75
23.47,60.77,444.46
30.54,69.14,435.46
14.44,39.0,466.96
19.27,43.14,463.14
28.32,71.32,433.82
13.51,43.22,465.89
21.24,41.67,459.81
23.15,66.48,435.62
22.24,41.1,451.95
23.47,60.77,444.46
29.7,57.19,436.29
21.55,60.27,443.93
28.66,74.93,440.79
30.38,71.58,433.75
18.76,58.79,453.44
21.93,60.84,443.89
30.55,68.24,426.8
21.06,62.91,455.22
9.54,41.17,481.18
10.14,42.02,472.17
20.21,58.12,453.19
7.11,41.74,487.85
23.24,63.76,441.35
17.75,55.5,459.43
9.29,35.77,475.88
15.69,37.87,462.16
9.37,44.77,474.41
16.0,43.34,461.7
5.89,35.77,479.86
20.16,60.1,453.36
28.88,66.56,426.66
15.71,40.12,462.6
12.5,43.67,473.26
16.05,65.46,456.94
27.67,59.14,433.37
13.96,40.92,460.95
18.1,45.0,465.46
15.25,46.36,461.68
23.77,59.21,440.08
17.98,59.15,451.97
16.25,58.86,456.49
23.69,73.67,437.57
10.09,41.62,463.86
10.52,42.18,469.03
18.71,53.16,455.7
10.45,40.71,469.22
20.18,43.56,462.8
22.46,58.49,448.46
13.18,37.91,469.63
15.0,50.88,459.37
5.96,36.25,488.2
21.32,59.8,452.7
26.82,64.96,427.51
15.99,43.5,460.7
10.17,40.1,479.58
32.86,66.44,429.32
29.28,75.08,436.15
31.24,71.98,426.93
13.74,38.73,470.06
19.68,51.19,452.04
19.94,44.9,459.47
26.16,70.04,432.56
13.16,43.41,465.6
17.31,58.49,456.84
14.73,36.99,468.23
17.14,58.16,458.61
30.06,69.14,436.89
28.34,63.77,439.75
10.71,39.61,473.77
10.37,40.03,477.91
21.84,59.07,448.61
22.06,45.61,455.61
14.94,42.77,460.51
25.71,52.84,445.54
6.17,40.07,495.21
5.07,40.07,494.87
28.24,65.74,438.47
12.47,45.01,467.18
30.92,78.05,434.12
10.89,44.2,479.16
14.28,39.39,469.92
6.5,41.14,480.96
11.21,39.85,480.61
26.15,63.21,441.23
30.3,73.9,440.79
23.88,54.2,444.97
27.76,72.58,429.25
10.72,45.0,480.62
24.97,63.86,441.61
21.98,48.41,444.6
6.86,41.17,490.23
10.44,37.83,474.42
10.73,25.36,469.43
9.42,41.4,472.99
5.65,40.72,487.09
30.82,76.2,432.22
30.11,62.04,444.42
10.23,41.46,480.87
6.92,39.61,483.83
20.21,65.06,451.46
22.1,65.94,443.95
12.39,44.58,475.37
14.43,45.08,465.07
30.72,71.58,430.46
27.79,69.23,435.06
27.05,59.15,441.39
6.19,41.31,485.08
11.54,45.0,482.34
25.87,67.79,445.87
27.55,63.13,440.75
24.27,74.93,443.06
19.43,52.9,456.08
25.76,73.5,437.0
21.85,63.86,445.62
25.72,47.45,442.78
29.8,64.69,437.85
21.43,63.94,449.02
15.98,42.99,467.42
5.46,40.81,474.87
17.7,49.21,455.97
24.23,49.3,440.65
11.94,40.66,467.99
27.89,70.94,435.21
19.89,51.43,448.98
26.52,65.06,439.66
14.26,42.32,463.71
6.74,36.08,484.18
21.55,44.05,443.48
11.46,39.3,475.51
15.3,43.34,463.7
29.25,67.32,437.94
20.13,43.43,453.47
19.72,66.51,458.07
9.26,44.68,478.82
8.28,40.56,486.4
23.63,58.62,445.51
30.17,75.08,438.89
25.74,59.07,441.05
13.68,44.47,469.37
17.35,39.72,459.83
32.0,58.9,437.81
15.16,40.73,459.19
24.82,74.87,434.46
19.58,52.9,458.28
21.23,61.5,450.92
25.55,71.64,439.37
23.89,64.27,450.82
27.08,62.91,442.91
6.03,41.14,479.61
20.92,70.02,444.64
12.73,44.34,472.94
8.72,40.72,485.3
9.83,41.17,478.21
8.13,39.96,477.12
25.99,71.32,432.41
22.53,70.98,440.96
31.01,74.16,434.64
11.02,43.02,478.81
11.47,25.36,469.51
11.77,41.06,475.88
19.3,44.9,452.75
28.09,63.31,438.6
13.26,41.78,467.78
20.6,60.08,454.39
25.34,65.61,442.82
20.06,60.77,447.35
16.31,68.28,450.33
28.9,71.25,431.52
26.9,60.93,435.87
26.48,73.06,433.31
25.96,60.32,443.44
32.67,77.95,432.32
28.24,64.69,438.03
8.42,42.28,481.91
30.57,69.71,439.38
29.62,73.18,427.22
29.81,73.67,430.67
10.02,52.75,473.09
14.16,39.28,471.27
6.76,40.62,478.56
12.99,42.34,465.98
11.87,44.6,468.47
8.13,39.96,477.12
10.84,40.27,479.22
28.36,66.75,433.88
14.35,40.71,473.56
14.47,42.99,469.0
14.62,46.18,462.26
10.25,41.46,481.94
22.76,49.21,448.73
32.15,72.29,435.71
22.49,71.29,442.58
19.62,68.63,453.84
17.74,49.69,457.05
32.1,69.98,431.09
14.28,42.74,467.22
27.49,71.94,435.29
25.5,63.91,444.26
15.16,50.88,460.03
13.61,38.47,466.51
6.61,38.91,484.32
7.73,39.04,482.39
6.17,39.33,491.54
9.27,39.64,480.29
18.23,62.26,448.64
17.83,43.72,453.86
20.29,65.27,445.52
16.71,40.56,467.46
8.68,43.14,480.73
14.76,40.71,465.58
32.46,74.33,427.87
27.11,66.49,435.79
26.52,63.94,440.47
17.33,53.16,459.78
14.85,45.01,460.19
13.78,40.1,445.98
11.89,40.03,471.85
19.55,56.53,455.56
7.08,39.99,482.83
29.03,69.51,435.09
25.52,59.15,439.42
25.8,44.57,450.48
29.27,66.85,440.98
26.06,49.02,437.9
8.73,36.18,479.25
19.49,46.63,451.31
7.46,41.26,482.83
16.53,46.18,458.67
14.03,49.83,463.71
22.63,58.49,448.38
23.47,65.61,447.16
13.63,40.92,462.4
8.9,41.4,472.95
14.73,39.52,470.45
23.67,72.24,435.94
24.62,72.43,436.89
16.76,53.16,457.98
24.11,68.63,448.45
27.33,66.17,443.89
15.29,41.1,467.99
31.9,73.42,432.27
32.16,66.25,434.5
11.95,42.07,467.91
22.7,60.84,438.59
24.26,61.02,442.86
10.27,38.38,475.58
21.62,58.59,445.92
25.42,66.05,442.6
10.27,42.34,474.55
27.03,71.14,430.41
14.28,43.02,467.83
33.18,72.29,435.26
22.89,73.11,440.15
6.25,40.07,494.39
21.06,62.91,455.22
17.1,43.52,461.51
6.67,39.33,490.03
25.15,57.32,440.1
27.83,69.04,443.24
26.47,63.13,441.81
5.74,45.87,482.0
7.0,41.55,483.92
17.65,59.87,450.93
16.73,58.59,455.3
14.66,41.66,466.87
18.14,43.56,461.71
28.5,71.32,435.7
6.03,41.17,488.57
16.84,39.63,466.06
6.33,42.07,484.57
12.58,39.72,469.38
22.5,59.54,445.22
32.48,69.89,434.13
29.82,43.21,433.31
27.82,79.74,436.48
11.57,39.72,474.72
8.62,39.54,483.03
18.6,41.67,458.91
25.42,59.04,444.51
23.56,60.77,443.13
27.88,75.23,439.33
26.86,71.14,426.97
22.21,45.01,450.6
16.64,43.14,459.0
22.03,64.69,440.92
26.27,59.44,443.67
27.52,69.68,444.83
20.31,45.87,449.54
28.08,64.44,440.26
28.85,71.32,435.13
12.82,46.18,466.06
6.91,39.37,488.2
10.8,40.69,478.19
26.66,64.27,437.87
25.89,59.22,445.75
25.07,77.95,438.55
18.87,52.08,449.61
22.85,59.15,448.61
14.09,44.47,466.53
21.5,61.5,447.83
17.14,40.55,461.21
13.42,40.78,459.04
28.34,63.77,439.75
31.7,70.36,438.38
23.32,66.48,436.26
26.35,69.48,435.23
27.62,63.9,442.89
26.17,59.92,444.96
25.69,59.07,440.6
27.74,74.78,436.87
9.53,41.44,481.83
16.73,65.94,453.39
19.32,52.84,450.88
26.45,54.5,450.76
18.94,48.7,453.36
17.3,58.59,454.88
17.19,37.2,468.4
18.86,46.48,452.0
21.84,59.39,442.11
32.87,70.8,433.1
9.83,41.17,478.21
11.59,40.05,474.46
23.13,72.24,437.67
22.9,49.3,441.77
9.44,41.4,473.94
15.45,61.27,456.59
19.1,43.79,462.28
7.4,41.04,477.69
23.21,62.44,442.47
14.44,39.0,466.96
27.49,71.94,428.27
21.44,62.96,450.57
23.99,58.62,449.4
24.1,68.61,443.75
21.26,50.32,446.22
18.0,52.08,450.85
9.86,42.49,477.78
23.63,63.57,449.01
10.16,39.3,480.74
12.36,41.74,477.16
14.7,44.9,468.69
14.09,41.2,472.42
14.52,40.35,470.8
25.14,49.02,438.53
16.32,43.14,465.38
23.88,51.95,449.52
24.1,68.08,440.33
15.58,40.66,460.61
24.79,50.78,445.3
20.23,52.05,457.57
25.63,71.58,433.76
23.86,73.5,438.62
24.78,58.46,442.42
17.44,44.89,457.67
10.28,41.46,479.66
31.54,71.06,431.87
28.88,66.56,426.66
18.99,56.65,457.55
27.07,66.93,446.48
11.6,40.96,473.66
13.72,49.83,463.65
25.34,49.5,457.12
11.91,43.22,472.88
24.92,63.86,440.93
17.7,43.69,462.63
12.05,48.04,464.14
6.4,41.17,488.82
26.02,68.67,440.12
25.45,57.32,441.3
28.15,74.9,433.63
5.41,40.07,495.24
12.95,41.38,474.46
13.03,41.26,466.02
9.75,40.81,481.95
23.29,49.3,442.11
27.38,59.21,437.78
13.88,48.79,464.14
26.34,68.67,437.52
23.91,67.69,439.84
19.54,54.9,455.86
20.01,43.77,455.66
18.68,52.84,450.19
19.61,45.01,461.97
15.07,39.82,471.31
20.31,49.69,455.37
16.85,52.9,460.84
13.8,39.39,471.7
24.6,57.85,447.09
24.61,62.39,437.01
27.75,69.89,430.33
25.31,49.82,453.05
15.54,41.96,467.1
9.13,39.04,483.24
23.59,71.73,435.67
11.09,40.43,490.96
15.97,52.72,462.64
13.52,41.48,460.76
26.68,63.73,439.69
18.88,43.69,464.63
16.29,50.88,456.28
14.77,48.06,461.52
33.13,74.34,433.73
14.73,39.82,470.41
10.11,42.49,483.56
29.91,70.02,437.63
24.85,58.05,444.53
19.18,58.2,453.2
18.99,59.27,453.4
12.03,40.1,474.94
23.23,56.89,441.85
22.86,47.43,452.53
26.23,70.72,445.28
32.51,69.98,428.37
14.1,41.04,465.89
29.95,73.42,432.81
19.39,68.61,446.47
18.62,44.06,452.82
25.55,58.95,442.3
26.14,72.99,433.25
5.21,41.31,486.46
25.88,74.67,434.81
22.06,59.39,441.31
24.37,63.47,445.6
27.81,66.51,439.48
17.61,56.53,457.01
9.83,41.17,478.21
30.28,67.22,447.67
24.45,66.49,449.22
26.31,68.51,435.91
25.2,61.08,447.09
8.35,40.46,474.79
7.47,40.64,478.08
16.18,41.66,465.82
10.14,42.02,472.17
24.67,69.14,440.03
24.7,50.23,454.42
22.2,44.05,445.32
31.35,70.8,432.19
21.85,69.94,443.0
30.99,68.51,430.09
24.6,75.23,434.07
21.28,70.32,439.0
16.71,46.18,459.4
20.38,66.54,448.93
20.77,60.1,450.32
11.75,42.32,470.44
19.99,65.94,447.22
13.85,48.92,462.38
11.11,40.55,476.37
16.51,41.79,457.74
29.05,69.71,434.05
21.12,47.24,462.41
29.64,54.2,438.12
16.64,39.64,463.49
13.69,44.85,470.78
22.47,47.45,447.14
24.15,63.13,440.15
10.42,39.96,470.81
32.27,71.85,429.72
12.11,38.28,469.93
8.07,41.17,484.54
13.58,49.83,465.82
25.91,75.6,443.2
22.61,54.42,453.86
5.37,40.07,494.21
21.32,45.01,452.75
9.15,41.82,477.78
25.81,66.51,437.57
13.64,44.88,466.66
15.3,43.14,466.0
20.03,47.45,450.6
11.54,40.77,465.61
15.43,38.58,463.44
13.86,40.83,470.37
22.56,48.92,445.07
13.03,39.52,473.99
31.98,70.17,430.92
13.42,48.04,461.36
13.98,44.84,462.81
6.99,35.19,480.05
13.4,41.78,466.68
21.28,70.72,445.54
17.3,57.76,455.75
24.81,60.95,446.09
27.38,74.16,436.65
21.63,71.85,434.1
9.77,39.04,483.87
26.11,62.44,438.87
19.28,65.46,448.91
6.67,36.08,486.52
17.08,40.12,457.81
26.11,69.84,427.45
13.16,43.41,465.6
17.26,49.78,453.54
12.87,41.5,469.44
30.51,70.79,428.79
15.62,35.4,467.95
23.33,58.95,442.71
13.5,41.44,471.34
29.1,77.95,431.28
25.72,74.67,434.83
12.32,41.26,470.27
29.99,74.9,435.87
14.79,38.73,470.28
29.24,74.67,432.61
27.34,71.64,438.76
27.6,69.05,436.08
23.59,47.43,447.36
14.57,25.88,464.11
9.7,37.14,475.77
19.09,42.44,461.84
29.75,70.32,427.2
8.13,39.96,477.12
27.14,75.23,439.33
8.47,42.02,477.67
22.37,41.54,459.06
28.09,65.27,440.0
17.48,52.9,458.34
24.75,58.79,444.79
25.9,47.45,443.13
23.55,58.79,447.01
23.05,62.52,449.98
27.16,47.43,442.85
20.13,40.33,460.09
25.56,75.6,442.2
32.38,67.17,438.67
11.37,39.16,480.54
15.86,43.5,459.42
23.81,57.5,448.72
22.08,41.54,458.74
32.14,75.08,439.22
21.16,50.66,455.86
26.92,51.43,437.35
21.33,50.32,442.44
20.53,65.06,446.64
30.25,68.24,432.05
25.48,65.12,447.85
28.44,67.07,433.15
31.19,70.94,436.6
9.68,39.96,470.22
16.37,54.3,459.97
9.3,43.14,477.02
19.73,56.65,457.46
5.52,42.85,478.98
24.67,68.14,438.4
22.03,59.43,442.9
20.79,65.59,450.3
13.77,43.13,468.45
14.85,38.91,467.42
24.57,51.95,448.15
12.22,40.78,464.12
8.94,41.74,483.53
10.05,41.58,469.03
27.27,72.24,432.35
31.3,67.17,433.53
26.25,52.09,450.53
25.63,71.58,433.76
26.43,58.41,444.74
15.78,43.99,461.07
30.71,71.85,425.16
28.41,75.6,440.28
22.19,70.02,444.85
24.88,63.91,447.28
24.19,68.94,439.52
22.35,54.42,454.72
12.05,48.04,464.14
25.37,44.89,442.38
18.07,63.31,456.5
28.05,70.36,434.06
26.2,71.14,431.7
13.07,42.18,461.71
26.11,62.44,438.87
21.43,60.95,449.12
13.94,41.58,463.07
26.92,73.17,431.29
29.19,67.51,446.97
24.14,59.87,444.04
10.95,40.22,477.23
12.88,40.64,474.58
14.44,40.1,468.19
26.89,70.32,435.56
19.29,50.16,450.21
26.22,65.34,444.06
10.08,37.92,474.63
13.03,39.52,473.99
12.14,48.04,465.08
20.89,70.32,442.5
25.42,59.04,444.51
13.57,41.4,464.23
12.88,42.74,470.89
12.88,44.71,469.12
25.77,69.04,445.35
23.29,49.3,442.11
24.45,65.12,445.01
25.69,72.43,429.99
27.38,70.04,428.88
22.11,59.8,450.62
22.75,70.94,439.91
20.51,45.38,461.87
31.35,68.67,433.73
11.6,40.69,474.99
19.36,44.6,464.56
13.71,43.41,466.06
23.27,65.48,443.43
17.85,45.64,459.59
13.44,40.69,473.0
15.89,38.73,465.76
32.25,77.54,430.86
25.3,71.58,433.97
24.65,64.63,446.04
8.57,40.69,485.18
7.73,37.8,483.94
22.64,58.66,449.79
10.1,44.03,471.59
25.97,57.32,442.73
20.83,70.72,446.48
23.23,71.77,432.8
26.86,71.32,430.44
25.54,69.13,428.74
25.26,52.3,442.76
13.83,41.23,466.2
18.89,66.86,454.02
25.26,61.08,447.46
16.36,39.99,462.5
10.53,41.26,475.96
24.19,46.21,440.87
8.42,37.49,478.87
14.79,39.52,469.47
13.78,44.47,467.22
16.65,56.89,452.52
23.64,58.49,445.75
16.4,44.9,456.11
27.05,77.95,434.09
19.39,60.1,452.57
14.84,38.91,467.83
6.92,43.13,486.36
18.21,41.85,468.4
30.4,77.3,438.43
22.35,65.61,448.41
22.71,75.23,444.0
25.1,69.89,434.98
26.59,59.92,438.22
19.13,40.79,457.83
21.38,60.84,445.8
10.36,41.46,478.27
20.8,69.45,443.77
22.76,49.21,448.73
14.82,44.2,465.73
28.87,57.19,435.57
12.76,40.27,474.03
8.48,38.5,485.29
25.43,70.17,436.43
17.25,43.14,462.8
10.57,41.55,475.6
19.09,43.14,463.3
24.03,45.87,445.84
20.84,65.06,445.74
23.82,48.92,446.85
26.82,65.27,437.84
2.64,39.64,481.29
15.36,41.35,465.01
12.68,41.16,464.93
29.36,68.94,431.39
29.04,60.07,438.5
21.92,61.87,445.52
10.23,42.32,473.59
37.11,68.94,429.25
11.8,40.66,464.43
16.58,46.18,463.51
23.14,63.94,446.57
10.48,36.71,473.3
20.45,59.8,452.96
19.08,46.93,454.45
29.98,47.93,438.79
22.98,51.95,454.63
18.49,41.1,460.76
26.49,71.73,431.06
9.7,40.11,473.97
24.66,48.78,449.11
30.11,62.04,444.42
29.44,64.33,442.32
31.59,62.7,442.58
14.79,47.83,463.22
14.75,41.16,468.14
22.8,49.16,439.65
7.24,38.06,481.83
7.46,41.82,483.11
9.59,37.14,474.74
13.43,50.59,469.33
17.62,43.52,457.45
5.42,41.38,491.38
25.69,57.32,441.43
18.91,45.01,456.12
4.41,42.07,488.36
22.09,65.59,447.28
10.42,41.26,472.54
24.47,48.6,442.08
6.64,35.19,484.03
14.4,40.2,464.5
22.99,60.95,449.7
12.31,40.64,475.65
30.74,73.67,428.92
26.99,62.26,436.89
26.92,51.43,437.35
10.65,41.78,474.27
22.75,58.79,445.67
25.8,44.57,450.48
9.39,39.66,482.16
6.3,41.14,481.49
10.35,39.82,477.14
21.32,59.8,452.7
32.74,68.31,441.66
13.35,39.64,471.69
26.73,68.84,440.45
13.51,44.9,464.86
14.16,40.89,471.15
20.18,43.56,462.8
11.64,41.44,478.99
22.54,63.07,442.28
17.34,45.01,459.01
20.27,56.65,454.29
6.49,38.68,485.95
17.48,46.21,455.35
13.83,43.22,464.39
22.53,74.87,444.69
21.9,63.13,447.4
9.48,44.68,478.66
21.4,74.93,434.09
13.97,38.47,464.3
18.85,44.63,456.72
31.52,76.2,435.31
14.24,41.4,466.88
28.61,69.84,429.91
21.33,60.1,451.95
18.7,66.51,458.73
9.0,40.78,468.5
26.98,72.58,431.12
16.62,39.99,463.74
18.48,58.59,452.52
15.04,38.01,468.12
13.01,41.58,464.64
15.52,41.93,471.97
25.07,60.27,439.52
23.94,63.21,440.15
27.49,63.78,445.66
13.99,36.71,473.2
21.79,46.21,449.99
29.89,71.29,431.45
19.13,45.38,459.94
26.34,69.04,444.13
28.84,73.03,435.75
4.78,42.85,481.47
20.55,65.46,448.83
22.92,61.9,446.08
24.03,66.54,438.08
18.61,44.06,452.68
7.0,41.55,483.92
32.51,69.98,429.66
23.33,58.95,442.71
33.6,74.33,428.62
26.0,70.47,435.05
10.9,41.93,477.93
4.77,39.33,494.91
18.28,44.71,462.28
18.63,61.27,454.03
25.54,70.47,436.16
5.02,45.87,481.03
12.72,44.9,463.49
22.89,80.25,446.15
27.09,73.5,434.31
11.02,39.96,467.41
30.62,66.54,429.01
12.42,43.14,471.1
25.5,67.83,437.49
